district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold
Mumbai Suburban,P51800002451,VIKI HEIGHTS,Divij Developers,400077,"('19.078961000000000','72.906927000000000')",On-Going Project,11/30/2018,11/30/2018,11/30/2019,Residential,652.2,0.0,1694.0,07/21/2021,,,27.0,19.0,0.0,1.0,0.0,12.0,21.0,10.0,21.0,0.0,0.0,0.0
Mumbai Suburban,P51800001311,Shri Krishna Kunj CHS Ltd,Ellora Developers,400060,"('19.138023000000000','72.856293000000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,855.4,0.0,2835.0,09/29/2022,,,33.0,33.0,0.0,1.0,0.0,8.0,0.0,2.0,17.0,0.0,0.0,0.0
Mumbai Suburban,P51800000052,DGS HEIGHTS,D.G.BUILDERS,400063,"('19.164810900000000','72.853271500000000')",On-Going Project,12/31/2018,12/31/2018,12/31/2024,Residential,863.7,0.01,1384.47,09/12/2023,1.0,,32.0,25.0,0.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Mumbai Suburban,P51800000819,Deluxe Apartments,West Avenue Realtors Private Limited,400055,"('19.076619734304465','72.843567157458660')",On-Going Project,10/30/2020,04/30/2021,09/30/2022,Residential,1162.2,175.76,1891.96,03/04/2024,,,38.0,20.0,1.0,1.0,2.0,13.0,1.0,0.0,69.0,0.0,0.0,0.0
Mumbai Suburban,P51800000165,"The Trees, Residential Phase 1",Godrej Properties Limited,400079,"('19.093341000000000','72.920127000000000')",On-Going Project,06/30/2021,06/30/2022,,Residential,14067.0,5293.28,34305.79,08/28/2020,,4.0,391.0,369.0,20.0,11.0,0.0,124.0,9.0,124.0,551.0,0.0,0.0,0.0
Mumbai Suburban,P51800006315,VARDHMAN EMPIRE,VARDHMAN DEVELOPERS LTD,400067,"('19.195547000000000','72.839962000000000')",On-Going Project,12/31/2016,12/31/2018,12/30/2020,Residential,1750.6,0.0,4710.03,09/17/2021,,3.0,27.0,16.0,0.0,2.0,0.0,19.0,2.0,0.0,31.0,0.0,0.0,0.0
Mumbai Suburban,P51800001136,Neelyog Aashiyana,Neelyog Construction Pvt Ltd,400067,"('19.208314771533153','72.842459756552900')",On-Going Project,12/31/2018,03/30/2023,,Residential,1353.87,0.0,8162.75,07/20/2021,,,147.0,146.0,0.0,1.0,0.0,20.0,1.0,0.0,65.0,0.0,0.0,0.0
Mumbai Suburban,P51800006437,MEDHA CHSL,C H PATIL AND SONS LLP,400067,"('19.205712000000000','72.835798000000000')",On-Going Project,03/31/2019,03/31/2019,09/30/2020,Residential,945.3,0.0,2546.91,09/29/2021,,,29.0,14.0,0.0,1.0,0.0,10.0,1.0,0.0,25.0,0.0,0.0,0.0
Mumbai Suburban,P51800000004,KRISHNA ENCLAVE,ASHA DEVELOPERS,400055,"('19.080388500000000','72.846857100000000')",On-Going Project,12/31/2005,08/01/2023,,Residential,14467.1,1039.97,36167.75,07/30/2021,7.0,,405.0,174.0,2.0,3.0,3.0,39.0,3.0,166.0,12.0,0.0,0.0,0.0
Mumbai Suburban,P51800002057,MANHAR RESIDENCY,SHLOK ENTERPRISES (MANHAR),400068,"('19.254923000000000','72.854594000000000')",On-Going Project,08/26/2021,12/31/2019,06/30/2022,Residential,528.0,0.0,1695.0,02/07/2023,,,36.0,30.0,0.0,1.0,0.0,10.0,1.0,4.0,12.0,0.0,0.0,0.0
Mumbai Suburban,P51800004839,SHAKTI UNICUS,RAHEJA & CO,400088,"('19.049060000000000','72.921728000000000')",On-Going Project,12/31/2017,12/31/2018,,Residential,464.8,0.0,1254.43,07/17/2021,,,14.0,9.0,0.0,1.0,0.0,8.0,1.0,2.0,9.0,0.0,0.0,0.0
Mumbai Suburban,P51800001645,Neelyog Veydaanta,Ratan Builders,400086,"('19.090941000000000','72.913645000000000')",On-Going Project,03/31/2020,03/30/2023,,Others,1947.75,0.0,8750.48,04/10/2023,,,180.0,121.0,3.0,1.0,0.0,15.0,0.0,0.0,94.0,0.0,0.0,0.0
Mumbai Suburban,P51800002492,Serenity Heights,Aristocrat Marketing Ltd,400072,"('19.112426000000000','72.886383000000000')",On-Going Project,05/30/2019,05/30/2019,11/30/2021,Residential,3310.5,628.9,5730.6,03/20/2023,,,84.0,84.0,1.0,1.0,0.0,13.0,1.0,41.0,65.0,0.0,0.0,0.0
Mumbai Suburban,P51800000072,Runwal Elina,RUNWAL DEVELOPERS PRIVATE LIMITED,400072,"('19.099727000000000','72.885186000000000')",On-Going Project,12/31/2016,12/31/2017,12/31/2018,Residential,4539.5,895.54,10300.05,10/20/2023,,2.0,126.0,91.0,9.0,3.0,0.0,42.0,3.0,20.0,128.0,0.0,0.0,0.0
Mumbai Suburban,P51800004056,PREMSAGAR,Ankur Premises Developers LLP,400054,"('19.082011600000000','72.834469100000000')",On-Going Project,12/15/2020,06/15/2021,12/14/2022,Residential,597.8,0.0,0.0,03/22/2024,,,14.0,6.0,0.0,1.0,0.0,8.0,1.0,3.0,29.0,0.0,0.0,0.0
Mumbai Suburban,P51800002532,Neumec Srushti,NEUMEC ESTATE DEVELOPER LLP,400084,"('19.097571100000000','72.903237000000000')",On-Going Project,06/30/2021,06/30/2022,06/30/2025,Residential,5261.98,274.88,7325.3,03/20/2024,,,125.0,112.0,0.0,2.0,0.0,19.0,2.0,31.0,27.0,0.0,0.0,0.0
Mumbai Suburban,P51800000014,Jeevan Kanchan Co-Operative Housing Society Ltd.,Shri Krishna Chaitanya Enterprises,400058,"('19.122734600000000','72.830201300000000')",On-Going Project,03/30/2018,03/30/2018,,Residential,1635.3,0.0,4415.25,08/06/2019,,,57.0,49.0,0.0,1.0,0.0,16.0,1.0,50.0,45.0,0.0,0.0,0.0
Mumbai Suburban,P51800000010,SAANVI HEIGHTS,ADINATH ENTERPRISE,400104,"('19.163044500000000','72.839299500000000')",On-Going Project,12/31/2017,12/31/2018,,Residential,2646.5,353.72,4887.05,08/01/2020,,,71.0,27.0,0.0,2.0,0.0,38.0,2.0,9.0,80.0,0.0,0.0,0.0
Mumbai Suburban,P51800001462,TRINITY CO OP HSG SOC LTD,PIONEER ENTERPRISES,400076,"('19.123928500000000','72.909440700000000')",On-Going Project,12/30/2019,12/30/2019,,Others,4769.8,715.47,11852.15,01/09/2020,1.0,,174.0,155.0,3.0,4.0,4.0,53.0,4.0,0.0,250.0,0.0,0.0,0.0
Mumbai Suburban,P51800001974,PARIJATAK CO OP HSG SOC LTD,SUNRISE HOUSING,400080,"('19.172080400000000','72.948255000000000')",On-Going Project,12/31/2019,12/31/2019,12/30/2021,Residential,842.41,0.0,2500.2,10/20/2020,,,49.0,46.0,0.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
Mumbai Suburban,P51800004498,TATVA,GITANJALI INFRATECH LIMITED,400066,"('19.231344800000000','72.863529900000000')",On-Going Project,12/31/2015,12/31/2018,12/31/2019,Residential,7937.8,1534.63,18830.47,11/08/2019,,40.0,155.0,94.0,2.0,2.0,6.0,41.0,2.0,0.0,2.0,0.0,0.0,0.0
Mumbai Suburban,P51800000017,PLOT NO 3 CHARKOP SECTOR 8,MAHARASHTRA HOUSING AND AREA DEVELOPMENT AUTHORITY,400067,"('19.207236600000000','72.834822100000000')",On-Going Project,12/31/2018,12/31/2018,10/30/2020,Others,3343.31,0.0,13224.0,11/28/2019,,,220.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0
Mumbai Suburban,P51800002333,MUTUAL BENEFIT CO OP HSG SOC LTD,SUNRISE HOUSING,400080,"('19.172080400000000','72.948255000000000')",On-Going Project,12/31/2019,12/31/2019,,Residential,801.93,0.0,2256.53,02/10/2020,,,23.0,22.0,0.0,1.0,0.0,13.0,1.0,0.0,39.0,0.0,0.0,0.0
Mumbai Suburban,P51800003042,HANSA,AMN Enterprises,400060,"('19.136792700000000','72.857909500000000')",On-Going Project,03/31/2022,12/30/2023,,Residential,2911.1,436.66,6036.89,07/13/2023,,,74.0,45.0,1.0,1.0,1.0,11.0,1.0,8.0,94.0,0.0,0.0,0.0
Mumbai Suburban,P51800007115,Ratnadeep,Ankur Premises Developers LLP,400054,"('19.082011600000000','72.834469100000000')",New Project,05/25/2022,,,Residential,639.21,1725.86,0.0,01/18/2023,,,11.0,0.0,0.0,1.0,0.0,8.0,1.0,4.0,25.0,0.0,0.0,0.0
Mumbai Suburban,P51800004021,Orchid,SiroyaFM Constructions Pvt Ltd,400049,"('19.104715300000000','72.826827000000000')",On-Going Project,05/25/2019,10/20/2019,,Others,339.36,50.0,848.4,09/21/2019,2.0,,9.0,3.0,1.0,1.0,0.0,11.0,0.0,3.0,2.0,0.0,0.0,0.0
Mumbai Suburban,P51800000373,Sudarshan Lands End,Jagjit estate & Devlopment Co. Pvt. Ltd,400095,"('19.188802300000000','72.819704300000000')",On-Going Project,03/31/2018,11/30/2018,11/30/2019,Residential,1601.3,1319.52,4263.27,10/06/2020,,,73.0,3.0,0.0,1.0,2.0,22.0,3.0,1.0,3.0,0.0,0.0,0.0
Mumbai Suburban,P51800000086,Redevelopment of Malad Swing CHSL,BHARAT REALTY VENTURE PRIVATE LIMITED,400064,"('19.187229400000000','72.840747300000000')",On-Going Project,12/31/2018,12/30/2022,,Others,3334.0,637.0,7915.0,09/20/2021,,,28.0,28.0,1.0,1.0,2.0,22.0,1.0,12.0,164.0,0.0,0.0,0.0
Mumbai Suburban,P51800000016,Veena Serenity,VEENA REALCON PRIVATE LIMITED,400071,"('19.062698800000000','72.892531300000000')",On-Going Project,12/01/2020,12/01/2021,,Residential,3067.29,0.0,17685.0,04/20/2023,3.0,7.0,288.0,253.0,5.0,5.0,0.0,80.0,0.0,0.0,212.0,0.0,0.0,0.0
Mumbai Suburban,P51800008487,Green Vista,VaibhavLaxmi Builders and Developers,400083,"('19.116619100000000','72.937422700000000')",On-Going Project,12/31/2017,12/31/2018,,Residential,1005.4,0.0,5481.77,04/20/2021,,,50.0,16.0,0.0,1.0,0.0,24.0,1.0,0.0,49.0,0.0,0.0,0.0
Mumbai Suburban,P51800007212,VIJAY LENYADRI CHS LTD,S D BHALERAO CONSTRUCTIONS PVT LTD,400024,"('19.060419884972877','72.883253250956730')",On-Going Project,12/31/2017,12/31/2019,12/31/2023,Residential,798.01,0.0,3164.21,11/24/2022,,2.0,30.0,26.0,0.0,1.0,0.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0
Mumbai Suburban,P51800001960,VIKAS PALAZZO,DURATECH,400080,"('19.169369303196300','72.952538872407560')",On-Going Project,05/31/2020,05/31/2020,11/30/2024,Others,3110.6,622.12,14280.0,02/01/2024,,,56.0,35.0,3.0,1.0,4.0,35.0,1.0,0.0,152.0,0.0,0.0,0.0
Mumbai Suburban,P51800009157,SRUSHTIRAJ TOWER,CHINNAIAH VENKATESH GOWDA,400089,"('19.070503623851856','72.895605576551790')",On-Going Project,12/22/2021,12/22/2022,12/22/2023,Residential,945.12,0.0,3159.09,12/21/2023,,8.0,125.0,68.0,0.0,1.0,0.0,16.0,1.0,0.0,46.0,0.0,0.0,0.0
Mumbai Suburban,P51800000034,R-4 mankhurd,MHADA,400043,"('19.063262000000000','72.925838900000000')",On-Going Project,08/22/2018,08/22/2018,07/31/2019,Residential,3079.94,301.79,7776.76,09/07/2021,,,271.0,0.0,0.0,2.0,0.0,24.0,1.0,18.0,24.0,0.0,0.0,0.0
Mumbai Suburban,P51800000023,"Construction of 83  LIG Ts on Guest plot CTS no 43 Pt of Unnatagar, Village Pahadi goregaon",MUMBAI HOUSING AND AREA DEVELOPMENT BOARD,400062,"('19.159339600000000','72.842685800000000')",On-Going Project,04/03/2017,12/31/2018,10/30/2020,Residential,1571.31,0.0,4718.42,06/04/2019,,,83.0,0.0,0.0,1.0,0.0,15.0,1.0,26.0,1.0,0.0,0.0,0.0
Mumbai Suburban,P51800000078,KRISHNA CHAITANYA RAJBHAVAN CHSL,Ethics Infra Development Pvt. Ltd.,400069,"('19.117753000000000','72.873701700000000')",On-Going Project,12/31/2018,12/31/2018,10/30/2020,Residential,1797.8,0.0,4853.0,06/02/2023,,,89.0,87.0,0.0,1.0,0.0,13.0,1.0,10.0,69.0,0.0,0.0,0.0
Mumbai Suburban,P51800000031,"Construcion of 28 LIG tenement on Plot OB 8,Siddharth nagar ,Goregaon west,Mumbai",MUMBAI HOUSING AND AREA DEVELOPMENT BOARD,400062,"('19.159339600000000','72.842685800000000')",On-Going Project,06/09/2015,12/31/2017,,Residential,498.06,498.06,1229.13,07/25/2019,,2.0,28.0,27.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0
Mumbai Suburban,P51800012284,ARYAMAN TANISH,ARYAMAN INFRATECH INDIA PVT LTD,400058,"('19.122734600000000','72.830201300000000')",On-Going Project,12/31/2017,06/30/2018,06/30/2024,Mixed (Plots & Buildings),697.8,0.0,2065.0,12/29/2023,,2.0,18.0,15.0,0.0,1.0,0.0,15.0,1.0,4.0,32.0,0.0,0.0,0.0
Mumbai Suburban,P51800012786,Aryaman Marina,ARYAMAN INFRATECH INDIA PVT LTD,400061,"('19.142655900000000','72.805344100000000')",New Project,06/30/2022,,,Mixed (Plots & Buildings),964.9,0.0,0.0,11/20/2018,,,66.0,28.0,0.0,1.0,0.0,18.0,1.0,0.0,68.0,0.0,0.0,0.0
Mumbai Suburban,P51800000039,Redevelopment of Office Building no1 Sidharth Nagrar Goregaon West,MUMBAI HOUSING AND AREA DEVELOPMENT BOARD,400062,"('19.159339600000000','72.842685800000000')",On-Going Project,06/30/2016,12/31/2017,,Residential,391.76,0.0,921.43,06/03/2019,,,14.0,12.0,0.0,1.0,0.0,8.0,1.0,5.0,1.0,0.0,0.0,0.0
Mumbai Suburban,P51800000042,Construction of 94 EWS Ts and 182 LIG Ts on CTS No 43 Unnatnagar Goragaon west,MUMBAI HOUSING AND AREA DEVELOPMENT BOARD,400062,"('19.159339600000000','72.842685800000000')",On-Going Project,12/31/2014,03/31/2018,,Residential,3443.01,0.0,13122.67,06/06/2019,,,276.0,276.0,0.0,2.0,0.0,33.0,1.0,26.0,1.0,0.0,0.0,0.0
Mumbai Suburban,P51800000030,Redevelopment of Transit Building No 32 and 33 Sidharth Nagar Goregaon West,MUMBAI HOUSING AND AREA DEVELOPMENT BOARD,400062,"('19.159339600000000','72.842685800000000')",On-Going Project,03/31/2018,03/31/2018,,Residential,2294.99,0.0,7120.95,06/07/2019,,,115.0,31.0,0.0,0.0,0.0,31.0,1.0,32.0,1.0,0.0,0.0,0.0
Mumbai Suburban,P51800000033,Construction of 232 LIG TS on S.No. 263 p C.T.S No. 3525p Nr Bus depo Malwani Malad west Mumbai 95,MUMBAI HOUSING AND AREA DEVELOPMENT BOARD,400095,"('19.188802300000000','72.819704300000000')",On-Going Project,05/23/2016,03/31/2018,,Residential,4076.46,4076.46,9275.51,06/07/2019,,1.0,232.0,231.0,0.0,1.0,0.0,16.0,1.0,0.0,36.0,0.0,0.0,0.0
Mumbai Suburban,P51800000057,"Construction of Building No 32.Shopping Center at Bimbisar nagar ,W. E. Highway,Goregaon East",MUMBAI HOUSING AND AREA DEVELOPMENT BOARD,400065,"('19.155576200000000','72.884959500000000')",On-Going Project,02/28/2017,12/31/2017,,Commercial,3716.0,3716.0,1973.78,02/18/2023,,,17.0,0.0,0.0,1.0,0.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0
Mumbai Suburban,P51800000019,PLOT NO.2,MAHARASHTRA HOUSING AND AREA DEVELOPMENT AUTHORITY,400067,"('19.207236600000000','72.834822100000000')",On-Going Project,12/30/2018,12/30/2018,,Residential,3248.72,0.0,8033.99,05/20/2019,,,131.0,112.0,0.0,0.0,0.0,8.0,1.0,34.0,23.0,0.0,0.0,0.0
Mumbai Suburban,P51800000026,Construction of 69 shops at sno 263 CTS no 6A/6  Ekta nagar Malwani Malad west Mumbai95,MUMBAI HOUSING AND AREA DEVELOPMENT BOARD,400095,"('19.188802300000000','72.819704300000000')",On-Going Project,11/30/2017,03/31/2018,10/30/2020,Commercial,1804.17,1804.17,1804.17,08/07/2019,,1.0,69.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Mumbai Suburban,P51800000056,TUNGWA POWAI,MHADA,400076,"('19.123928500000000','72.909440700000000')",On-Going Project,03/31/2018,03/31/2018,03/31/2019,Residential,39403.0,5493.34,86481.27,09/07/2021,,,1191.0,933.0,0.0,5.0,0.0,79.0,5.0,516.0,5.0,0.0,0.0,0.0
Mumbai Suburban,P51800000403,SRISHTI SOLITAIRE,SIDDHIVINAYAK ENTERPRISE,400078,"('19.059983600000000','72.889999000000000')",On-Going Project,12/31/2017,12/31/2018,,Residential,1790.7,221.33,3955.18,07/05/2021,,,68.0,54.0,0.0,1.0,2.0,17.0,1.0,16.0,56.0,0.0,0.0,0.0
Mumbai Suburban,P51800001500,SKYLINE SPARKLE WING C,SKYLINE GREATHILLS,400078,"('19.059983600000000','72.889999000000000')",On-Going Project,12/31/2018,12/31/2019,12/30/2021,Residential,153.0,0.0,1586.06,01/22/2024,,,42.0,42.0,1.0,1.0,1.0,22.0,1.0,10.0,40.0,0.0,0.0,0.0
Mumbai Suburban,P51800003301,PEARL HAZELINE,CHANDIWALA ENTERPRISES,400058,"('19.122734600000000','72.830201300000000')",On-Going Project,05/31/2018,05/31/2018,,Residential,1919.2,295.48,4999.67,02/08/2023,,,98.0,77.0,0.0,1.0,0.0,8.0,1.0,7.0,1.0,0.0,0.0,0.0
Mumbai Suburban,P51800004771,SANJIV CO-OP HSG SOC. LTD.,CHETNA HOME LLP,400080,"('19.172080400000000','72.948255000000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,430.1,242.1,730.0,04/01/2019,,,10.0,0.0,0.0,1.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0
Mumbai Suburban,P51800001512,Kalpataru Woodsville,Kalpataru Plus Sharyans,400072,"('19.110011807600237','72.897684142991700')",On-Going Project,12/31/2022,12/30/2023,,Residential,3465.5,693.1,7418.64,09/30/2023,,1.0,76.0,42.0,2.0,1.0,0.0,19.0,1.0,29.0,141.0,0.0,0.0,0.0
Mumbai Suburban,P51800006754,LAXMI HEIGHTS,LAXMIDEVI DEVELOPERS,400062,"('19.159339600000000','72.842685800000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,461.0,0.0,2205.71,09/20/2021,1.0,,35.0,35.0,0.0,1.0,0.0,20.0,1.0,0.0,11.0,0.0,0.0,0.0
Mumbai Suburban,P51800005677,Sairah,Metro Associates,400057,"('19.100737700000000','72.848495200000000')",On-Going Project,06/30/2019,06/30/2019,,Residential,419.0,0.0,1131.3,09/07/2022,,,5.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,16.0,0.0,0.0,0.0
Mumbai Suburban,P51800000024,Construction of 406 TR TS 442 EWS 258 MIG TS at Gavanpada Mulund east Mumbai,MHADA,400081,"('19.166069600000000','72.964562800000070')",On-Going Project,03/30/2018,12/31/2018,12/31/2019,Residential,18614.8,1508.98,59673.96,10/21/2021,,,451.0,182.0,0.0,5.0,0.0,124.0,5.0,18.0,5.0,0.0,0.0,0.0
Mumbai Suburban,P51800008227,SKYVIEW CHS,HIRANIMANTHAN BUILDERS AND DEVELOPERS,400024,"('19.061091700000000','72.879160200000000')",On-Going Project,12/30/2019,12/30/2019,11/30/2024,Residential,2451.92,0.0,12058.0,02/09/2024,,2.0,165.0,152.0,0.0,5.0,0.0,89.0,5.0,5.0,101.0,0.0,0.0,0.0
Mumbai Suburban,P51800000058,Const of 1041 TR Ts 69 shops 1950 EWS 224 MIG at Kannamwar nagar vikhroli east,MHADA,400083,"('19.116619100000000','72.937422700000000')",On-Going Project,12/31/2017,12/30/2022,03/31/2026,Residential,92352.41,5567.76,56583.32,10/17/2023,,,867.0,140.0,0.0,11.0,0.0,167.0,11.0,10.0,10.0,0.0,0.0,0.0
Mumbai Suburban,P51800007729,Hiramani Enclave,Damji Hirji & Company,400057,"('19.172534800000000','72.857738400000000')",On-Going Project,06/01/2017,06/01/2019,,Others,1047.3,0.0,1976.79,04/26/2023,,,44.0,43.0,1.0,1.0,1.0,15.0,9.0,8.0,9.0,0.0,0.0,0.0
Mumbai Suburban,P51800000040,Constn of 219 Ts and 172 MIG Ts on CTS No 128 A 12 Pt at  Mahaveer nagar Kandivali W Mumbai,MAHARASHTRA HOUSING AND AREA DEVELOPMENT AUTHORITY,400067,"('19.207236600000000','72.834822100000000')",On-Going Project,06/28/2011,12/31/2019,12/30/2021,Residential,27545.0,0.0,20230.48,02/13/2020,,,391.0,0.0,0.0,3.0,0.0,86.0,1.0,20.0,1.0,0.0,0.0,0.0
Mumbai Suburban,P51800008387,CRYSTAL HARMONY,CRYSTAL BUILDERS & DEVELOPERS,400053,"('19.113645000000000','72.869733900000000')",On-Going Project,11/15/2020,11/15/2021,,Residential,507.2,77.0,559.38,09/07/2021,1.0,,21.0,4.0,0.0,1.0,0.0,8.0,1.0,5.0,1.0,0.0,0.0,0.0
Mumbai Suburban,P51800000150,Redevelopment of Godi Kamgar Building C3 Wing B Skyvistas Bluez Phase III,BHARAT REALTY VENTURE PRIVATE LIMITED,400053,"('19.113645000000000','72.869733900000000')",On-Going Project,12/31/2021,12/30/2022,,Residential,10998.0,0.0,15439.57,04/10/2023,,,93.0,93.0,3.0,1.0,3.0,17.0,1.0,0.0,117.0,0.0,0.0,0.0
Mumbai Suburban,P51800000161,The Trees Residential Phase 2,Godrej Properties Limited,400079,"('19.102542700000000','72.925430700000000')",On-Going Project,06/30/2021,06/30/2022,,Residential,11815.0,0.0,23548.0,07/13/2022,,2.0,256.0,247.0,10.0,5.0,0.0,84.0,5.0,94.0,411.0,0.0,0.0,0.0
Mumbai Suburban,P51800000195,Lodha Fiorenza,MACROTECH DEVELOPERS LIMITED,400063,"('19.164810900000000','72.853271500000000')",On-Going Project,09/30/2017,01/31/2018,,Residential,1333.69,5917.46,26371.0,01/25/2024,2.0,5.0,209.0,209.0,6.0,2.0,6.0,70.0,0.0,0.0,439.0,0.0,0.0,0.0
Mumbai Suburban,P51800007489,SAI KRUPA CHS LTD,S D BHALERAO CONSTRUCTIONS PVT LTD,400024,"('19.060181580120606','72.881941650748440')",On-Going Project,12/31/2016,12/31/2019,06/30/2023,Residential,855.51,0.0,3763.16,11/24/2022,,4.0,38.0,38.0,1.0,1.0,0.0,15.0,1.0,0.0,31.0,0.0,0.0,0.0
Mumbai Suburban,P51900011692,GARDEN VIEW,SAI EVEREST BUILDERS & DEVELOPERS PRIVATE LIMITED,400086,"('19.089314800000000','72.907805700000000')",On-Going Project,01/31/2020,11/30/2020,11/30/2023,Residential,4899.4,465.97,9985.29,12/21/2023,3.0,,88.0,34.0,0.0,1.0,0.0,12.0,1.0,9.0,151.0,0.0,0.0,0.0
Mumbai Suburban,P51800000370,MIRABILIS,SKYLINK HOSPITALITY LLP,400055,"('19.153823100000000','72.875178600000000')",On-Going Project,12/31/2020,06/30/2021,12/30/2023,Residential,1873.6,0.0,5496.11,03/14/2023,9.0,35.0,101.0,50.0,1.0,1.0,0.0,14.0,0.0,0.0,140.0,0.0,0.0,0.0
Mumbai Suburban,P51800000158,"The Trees, Origins",Godrej Properties Limited,400079,"('19.102542700000000','72.925430700000000')",On-Going Project,06/30/2022,06/30/2023,,Residential,7542.75,5293.28,23696.29,10/03/2020,,,263.0,225.0,10.0,5.0,0.0,70.0,5.0,81.0,359.0,0.0,0.0,0.0
Mumbai Suburban,P51800000826,HETALI BLESSINGS,Hetali Enterprises,400063,"('19.164810900000000','72.853271500000000')",On-Going Project,08/04/2019,08/04/2019,,Others,1832.4,938.2,5199.0,12/19/2018,,3.0,74.0,4.0,0.0,2.0,6.0,44.0,2.0,29.0,62.0,0.0,0.0,0.0
Mumbai Suburban,P51800000372,HETALI ANUCHHAYA,Hetali Enterprises,400058,"('19.122734600000000','72.830201300000000')",On-Going Project,03/25/2018,03/25/2018,,Residential,1043.35,732.45,2917.0,12/13/2018,1.0,,13.0,0.0,0.0,1.0,0.0,12.0,1.0,1.0,55.0,0.0,0.0,0.0
Mumbai Suburban,P51800010917,VASAI CENTRAL,MARIANELLA PROPERTIES PVT. LTD.,400064,"('19.187229400000000','72.840747300000000')",On-Going Project,01/31/2018,07/31/2022,,Commercial,2791.62,0.0,2793.95,11/28/2019,,,59.0,0.0,1.0,1.0,0.0,5.0,0.0,34.0,0.0,0.0,0.0,0.0
Mumbai Suburban,P51800001355,VIRAJBLISS,VIJAY RAJ ESTATES,400052,"('19.071708000000000','72.834103800000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,590.3,0.0,1592.66,11/11/2019,,,21.0,4.0,0.0,1.0,0.0,12.0,1.0,0.0,28.0,0.0,0.0,0.0
Mumbai Suburban,P51800011437,SHEETAL TAPOVAN,DGS TOWNSHIP PVT LTD,400097,,On-Going Project,06/01/2022,06/01/2023,05/31/2024,Residential,4652.81,0.0,8795.19,03/14/2024,,,261.0,213.0,0.0,1.0,3.0,24.0,1.0,0.0,338.0,0.0,0.0,0.0
Mumbai Suburban,P51800004398,SHEETAL BHAVAN,D.G.REALTY,400097,"('19.183863100000000','72.858432100000000')",On-Going Project,06/01/2022,06/01/2023,,Residential,887.6,0.0,1771.0,11/01/2021,,2.0,64.0,17.0,0.0,1.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0
Mumbai Suburban,P51800000141,LEGRANZ,EKTA SHUBHAM VENTURE,400071,"('19.052112200000000','72.900668000000000')",On-Going Project,12/31/2017,12/31/2018,12/31/2019,Residential,614.9,0.0,1656.65,02/15/2022,2.0,2.0,24.0,24.0,0.0,1.0,0.0,14.0,1.0,6.0,21.0,0.0,0.0,0.0
Mumbai Suburban,P51800002261,SHANTINIKETAN 2 CHS LTD,S D BHALERAO CONSTRUCTIONS PVT LTD,400058,"('19.129173881902734','72.845637412880700')",On-Going Project,09/30/2015,05/31/2019,11/30/2020,Residential,916.5,0.0,1645.0,11/24/2022,,5.0,35.0,31.0,0.0,1.0,0.0,13.0,1.0,0.0,17.0,0.0,0.0,0.0
Mumbai Suburban,P51800012470,MULTAN HEIGHTS,S D BHALERAO CONSTRUCTIONS PVT LTD,400056,"('19.104497300000000','72.839501100000000')",On-Going Project,03/31/2018,12/31/2018,,Residential,570.2,0.0,1534.64,02/17/2022,,,21.0,21.0,0.0,1.0,0.0,12.0,1.0,0.0,26.0,0.0,0.0,0.0
Mumbai Suburban,P51800008938,CHAURANG SUNSHINE,CHAURANG BUILDERS,400074,"('19.172534800000000','72.857738400000000')",On-Going Project,05/31/2018,05/31/2018,05/31/2019,Residential,494.6,0.0,1332.36,03/02/2021,,,14.0,2.0,0.0,1.0,0.0,14.0,1.0,0.0,21.0,0.0,0.0,0.0
Mumbai Suburban,P51800000494,PLATINUM TOWER-4,SHIVKRUPA GRUHPRAVESH LLP,400058,"('19.136792700000000','72.857909500000000')",On-Going Project,09/30/2019,09/30/2019,03/29/2021,Residential,877.47,0.0,6151.0,08/30/2021,,,83.0,83.0,3.0,1.0,0.0,16.0,1.0,0.0,66.0,0.0,0.0,0.0
