district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold
Pune,P52100012200,NANDHA RESIDENCY,AMIT C THAKUR,412202,"('18.488377900000000','74.102128200000000')",On-Going Project,12/28/2017,06/15/2018,,Residential,1571.31,0.0,1347.22,11/11/2021,,,27.0,9.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
Pune,P52100006356,Immense Heights,Immense Realty,410506,"('18.715580000000000','73.669579000000000')",New Project,11/30/2020,,,Residential,540.0,0.0,647.49,03/04/2024,,,24.0,0.0,0.0,1.0,0.0,5.0,1.0,5.0,7.0,0.0,0.0,0.0
Pune,P52100001149,THE COSMOPOLIS,VISHAL SANJAY GALANDE,411028,"('18.520144000000000','73.932921000000000')",On-Going Project,09/15/2019,09/15/2019,10/30/2020,Others,1400.0,0.0,2224.08,10/04/2019,,,41.0,13.0,2.0,1.0,0.0,10.0,0.0,4.0,40.0,0.0,0.0,0.0
Pune,P52100002664,NAVALAKHA RITZ,NAVALAKHA CHORADIYA ASSOCIATES,411014,"('18.559884000000000','73.941599000000000')",On-Going Project,05/05/2015,05/15/2018,12/31/2018,Residential,5180.14,400.0,4279.42,01/30/2019,,,60.0,44.0,1.0,1.0,0.0,14.0,0.0,16.0,44.0,0.0,0.0,0.0
Pune,P52100001864,The Crown Greens,International Biotech Park Limited,411057,"('18.591763322485868','73.707678391540530')",On-Going Project,11/18/2017,12/30/2021,,Residential,2080.0,0.0,15999.82,08/18/2021,,1.0,176.0,176.0,2.0,2.0,0.0,46.0,2.0,24.0,66.0,0.0,0.0,0.0
Pune,P52100002029,Dwarika Nagari,Yashodhan Associates,411048,"('18.446558000000000','73.880548000000000')",On-Going Project,12/31/2019,12/31/2019,,Residential,6986.14,675.0,8091.12,01/25/2021,,1.0,240.0,105.0,0.0,3.0,0.0,27.0,3.0,165.0,75.0,0.0,0.0,0.0
Pune,P52100000783,BELLA VITA,MALKANI PROPERTIES,412207,"('18.573108000000000','73.964451000000000')",On-Going Project,06/30/2017,03/31/2018,,Residential,5227.5,615.0,4642.0,03/22/2022,,,102.0,90.0,0.0,2.0,0.0,14.0,2.0,44.0,52.0,0.0,0.0,0.0
Pune,P52100000071,Pratham Yash Residency,PRATHAM YASH ASSOCIATES,411047,"('18.608427000000000','73.911237000000000')",On-Going Project,12/31/2017,12/31/2018,12/31/2019,Residential,8950.28,779.0,7686.96,09/10/2019,,,181.0,96.0,0.0,6.0,2.0,35.0,1.0,62.0,120.0,0.0,0.0,0.0
Pune,P52100000738,SunShine Residency,Concrete Constructions,411037,"('18.484141000000000','73.887870000000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,561.1,0.0,925.82,09/23/2021,,,16.0,6.0,0.0,1.0,0.0,6.0,1.0,0.0,16.0,0.0,0.0,0.0
Pune,P52100000011,Yashwin Jeevan,Vilas Javdekar & Sanjeevani Developers LLP,411021,"('18.562396000000000','73.757154000000000')",On-Going Project,04/30/2018,04/30/2018,,Residential,10600.0,1010.78,12600.89,06/29/2023,,,208.0,208.0,0.0,4.0,0.0,44.0,4.0,32.0,51.0,0.0,0.0,0.0
Pune,P52100000088,Acropolis,Millennium Developers,411057,"('18.606144228462025','73.745236064495880')",On-Going Project,12/31/2019,01/15/2020,,Residential,5180.0,525.05,10184.7,10/22/2020,,,172.0,151.0,0.0,3.0,0.0,36.0,0.0,72.0,95.0,0.0,0.0,0.0
Pune,P52100000983,Gini Viviana F Bldg Phase 2,Gini Citicorp Realty LLP,411045,"('18.580030000000000','73.768282000000000')",On-Going Project,03/31/2018,03/31/2018,03/31/2019,Residential,2034.84,0.0,3035.77,01/17/2024,,,35.0,35.0,1.0,1.0,0.0,12.0,1.0,10.0,40.0,0.0,0.0,0.0
Pune,P52100000051,Athashri Xion,PSC Pacific,411057,"('18.593395000000000','73.745541000000000')",On-Going Project,03/31/2019,03/31/2019,,Residential,3714.78,0.0,4456.59,02/09/2019,2.0,,98.0,98.0,0.0,1.0,0.0,8.0,1.0,11.0,51.0,0.0,0.0,0.0
Pune,P52100000641,SILVER CREST,AVNEE LANDMARKS LLP,411017,"('18.610317900000000','73.788968900000000')",On-Going Project,03/31/2018,03/31/2018,,Residential,1074.0,0.0,1162.68,10/16/2019,,,15.0,15.0,0.0,1.0,0.0,5.0,1.0,0.0,16.0,0.0,0.0,0.0
Pune,P52100000084,Park Infinia Phase III,Kumar Properties and Real Estate Pvt. Ltd.,412308,"('18.486306283720750','73.959342115483080')",On-Going Project,01/31/2021,05/31/2019,,Residential,17825.61,1782.56,25157.62,02/03/2023,,,334.0,334.0,0.0,8.0,0.0,103.0,8.0,219.0,127.0,0.0,0.0,0.0
Pune,P52100008111,SQUARE PARK 1,K K BUILDCON AMENITY AND A BUILDING,412208,"('18.675740000000000','74.144078000000000')",On-Going Project,06/15/2021,06/15/2022,,Residential,9000.0,780.7,3448.2,02/24/2024,,,68.0,54.0,0.0,2.0,0.0,12.0,1.0,22.0,1.0,0.0,0.0,0.0
Pune,P52100000073,PEBBLE PARK D1,Kumar Construction and Properties Pvt Ltd,411028,"('18.474154000000000','73.936482000000000')",On-Going Project,04/30/2020,10/30/2020,,Residential,750.0,5814.72,6683.99,04/21/2023,,,112.0,112.0,0.0,1.0,0.0,15.0,1.0,47.0,65.0,0.0,0.0,0.0
Pune,P52100000008,Sai Saroj,M/S Vighnaharta Developers,412101,"('18.657929000000000','73.755236000000000')",On-Going Project,03/31/2018,03/31/2019,12/31/2019,Others,4550.0,455.64,7475.76,01/02/2020,,,187.0,121.0,0.0,3.0,2.0,27.0,3.0,63.0,3.0,0.0,0.0,0.0
Pune,P52100001789,"A3, Song of Joy, Geras Greensville2",Gera Developments Private Limited,411014,"('18.557463000000000','73.957995000000000')",On-Going Project,10/01/2018,06/30/2019,,Residential,1515.71,5891.3,5216.83,09/30/2019,11.0,,60.0,60.0,2.0,0.0,1.0,16.0,1.0,30.0,90.0,0.0,0.0,0.0
Pune,P52100000252,SELENA B,Kumar Construction and Properties Pvt Ltd,411021,"('18.549277000000000','73.793088000000000')",On-Going Project,03/30/2019,03/30/2019,,Residential,700.0,487.7,3704.55,09/02/2020,,,22.0,11.0,0.0,1.0,0.0,13.0,2.0,22.0,44.0,0.0,0.0,0.0
Pune,P52100002331,Shivdarshan,Samruddhi Housing,412214,"('18.496740100000000','74.300440800000000')",On-Going Project,03/31/2019,03/30/2023,01/31/2025,Others,10058.38,1200.15,6979.92,02/28/2024,,1.0,128.0,40.0,0.0,8.0,4.0,40.0,0.0,156.0,0.0,0.0,0.0,0.0
Pune,P52100002770,Chlorophyll,Capstone Landmarks Pvt Ltd,411045,"('18.556232497544897','73.773484927686240')",On-Going Project,05/20/2019,06/30/2019,12/29/2020,Residential,3142.23,262.64,4364.37,01/01/1900,,,52.0,9.0,1.0,1.0,0.0,14.0,1.0,32.0,59.0,0.0,0.0,0.0
Pune,P52100003757,SWASTIK SPIRA,SWASTIK ASSOCIATES,411062,"('18.683553000000000','73.829685000000000')",On-Going Project,12/31/2017,03/31/2018,,Residential,2858.77,286.09,4139.75,07/18/2023,,,94.0,46.0,0.0,1.0,0.0,13.0,0.0,66.0,0.0,0.0,0.0,0.0
Pune,P52100000015,Sai Kunj,Vighnaharta Developers & Promoters,412101,"('18.674252800000000','73.730133100000000')",On-Going Project,12/31/2017,03/31/2018,,Residential,1410.84,0.0,1856.77,01/12/2019,,,45.0,36.0,0.0,1.0,0.0,5.0,1.0,10.0,1.0,0.0,0.0,0.0
Pune,P52100000784,Durvankur Apartment,Vinayak Developers,411017,"('18.610317900000000','73.788968900000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,400.0,0.0,339.83,07/14/2019,,,10.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Pune,P52100000144,OMKAR MEADOWS,OMKAR LIFESPACES,412207,"('18.579856000000000','73.994908000000000')",On-Going Project,03/31/2018,06/30/2018,,Residential,925.0,0.0,1128.0,11/21/2021,,,18.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,18.0,0.0,0.0,0.0
Pune,P52100012123,Sugam  Cooperative  Housing Society Limited,Kotibhaskar Infrastructures &Developers Pvt.Ltd.,411038,"('18.503223000000000','73.824760000000000')",On-Going Project,12/22/2018,06/22/2019,,Residential,988.7,0.0,1620.9,10/13/2021,,,20.0,20.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
Pune,P52100003479,Gopalkrupa,LAGOO APTE,411005,"('18.525633000000000','73.849143000000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,775.98,0.0,1239.98,02/08/2022,,,18.0,16.0,0.0,1.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,0.0
Pune,P52100000291,Manhattan,Majestique Housing LLP,412207,"('18.587686000000000','73.989612000000000')",On-Going Project,04/01/2019,04/01/2019,,Residential,9650.0,965.0,12572.94,02/15/2023,1.0,,273.0,263.0,0.0,4.0,2.0,39.0,3.0,0.0,95.0,0.0,0.0,0.0
Pune,P52100001709,UTSAV HOMES 3 - PHASE 1,PRIMESPACE REALTY GROUP,411021,"('18.521274779071035','73.771967102446750')",On-Going Project,06/30/2019,06/30/2019,12/29/2020,Residential,7796.0,1107.45,12373.0,04/10/2023,,,226.0,226.0,0.0,3.0,0.0,39.0,3.0,150.0,76.0,0.0,0.0,0.0
Pune,P52100000013,NEELAYA,NAIKNAVARE BUILDCON PVT LTD,410506,"('18.721281000000000','73.667479000000000')",New Project,12/31/2019,,12/30/2021,Residential,4870.75,487.0,7354.08,07/15/2023,1.0,,148.0,147.0,0.0,2.0,0.0,14.0,2.0,71.0,0.0,0.0,0.0,0.0
Pune,P52100001730,AKSHAY GALAXY,A. P. BHANDARI DEVELOPERS,411037,"('18.434208000000000','73.898376000000000')",On-Going Project,12/31/2019,12/30/2021,,Residential,4000.0,904.0,4133.31,03/08/2022,,4.0,86.0,86.0,2.0,2.0,0.0,13.0,0.0,30.0,44.0,0.0,0.0,0.0
Pune,P52100000012,Yashwin Anand,Vilas Javdekar & Sanjeevani Developers LLP,411021,"('18.561534344887775','73.757096796295170')",On-Going Project,06/30/2019,06/30/2019,,Residential,14370.0,1379.12,16540.27,06/29/2023,,,284.0,284.0,0.0,4.0,0.0,48.0,4.0,0.0,4.0,0.0,0.0,0.0
Pune,P52100000090,ACE AURUM,ACE AURUM,412101,"('18.655647000000000','73.734688000000000')",On-Going Project,06/30/2020,08/31/2021,02/28/2022,Residential,3000.0,300.12,4038.36,01/20/2023,,,95.0,95.0,0.0,2.0,0.0,12.0,2.0,0.0,70.0,0.0,0.0,0.0
Pune,P52100001111,UTSAV HOMES 2,PRIMESPACE REALTY GROUP,411004,"('18.521472000000000','73.774185000000000')",On-Going Project,06/30/2018,06/30/2018,06/29/2019,Residential,2866.84,337.27,3675.89,04/10/2023,,,81.0,80.0,0.0,2.0,0.0,17.0,2.0,50.0,31.0,0.0,0.0,0.0
Pune,P52100000104,Picasso Phase II,Kumar Properties and Real Estate Pvt. Ltd.,411028,"('18.511989167934770','73.943157723643580')",On-Going Project,07/31/2019,12/31/2019,,Residential,6231.11,623.11,8100.44,06/07/2023,1.0,,88.0,88.0,0.0,1.0,2.0,12.0,1.0,0.0,88.0,0.0,0.0,0.0
Pune,P52100005074,Gagan Utopia,GAGAN BUILDSCAPES LLP,411001,"('18.542510464219100','73.946113370079390')",On-Going Project,03/31/2018,12/31/2019,06/30/2024,Residential,7900.0,759.22,10724.96,01/30/2023,,,44.0,44.0,0.0,5.0,0.0,42.0,0.0,5.0,46.0,0.0,0.0,0.0
Pune,P52100010148,BIRDS COUNTY,D P K ASSOCIATES,411057,"('18.605698000000000','73.757759000000000')",On-Going Project,12/31/2017,12/31/2017,,Residential,594.18,0.0,491.24,11/22/2018,,,14.0,3.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
Pune,P52100000553,GURU VIHAN,GURU DEVELOPERS AND ASSOCIATES,412207,"('18.589706000000000','73.988645000000000')",On-Going Project,12/31/2017,12/31/2017,,Residential,1300.0,879.29,1343.96,01/14/2019,,,28.0,5.0,0.0,1.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0
Pune,P52100005584,ARC PUKHRAJ,ARC PUKHRAJ DEVELOPERS LLP,411036,"('18.534762000000000','73.946397000000000')",On-Going Project,09/30/2016,06/30/2018,12/30/2019,Residential,4300.0,401.5,4772.46,02/21/2022,,,67.0,35.0,1.0,1.0,1.0,13.0,0.0,8.0,44.0,0.0,0.0,0.0
Pune,P52100015853,SILVER STREAMS,Top Five Venture,410405,"('18.732631300000000','73.477314000000000')",New Project,12/30/2022,,12/30/2025,Residential,15999.45,1463.0,5456.07,06/17/2022,,,120.0,0.0,0.0,8.0,0.0,32.0,8.0,80.0,8.0,0.0,0.0,0.0
Pune,P52100000332,38-Park Majestique,Majestique Promoters AOP,411060,"('18.460205000000000','73.912544000000000')",On-Going Project,12/31/2020,12/30/2022,,Residential,10471.0,1601.21,12996.24,02/15/2023,2.0,1.0,182.0,150.0,0.0,2.0,2.0,26.0,2.0,0.0,93.0,0.0,0.0,0.0
Pune,P52100002763,SHILOH,VIRAJ PROPERTIES,411016,"('18.533598900000000','73.830426900000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,2603.13,228.04,3824.82,09/28/2019,,,16.0,5.0,0.0,1.0,0.0,11.0,3.0,0.0,56.0,0.0,0.0,0.0
Pune,P52100001347,VIVANTA LIFE VIPUL PHASE 1,VIVANTA REALTY,412105,"('18.623907900000000','73.812498400000000')",On-Going Project,10/31/2018,10/30/2023,,Residential,1605.37,0.0,1657.37,10/27/2021,,,28.0,28.0,0.0,1.0,0.0,8.0,0.0,26.0,15.0,0.0,0.0,0.0
Pune,P52100000045,SILVER OAK,Anand Properties,412101,"('18.674252800000000','73.730133100000000')",On-Going Project,03/31/2018,06/30/2018,,Residential,4340.0,435.0,2328.56,07/23/2018,,,38.0,38.0,0.0,2.0,0.0,6.0,0.0,10.0,26.0,0.0,0.0,0.0
Pune,P52100001408,AADITYA HEIGHTS,ANAND DEVELOPERS,411045,"('18.533598900000000','73.830426900000000')",On-Going Project,03/31/2018,03/31/2018,,Residential,700.32,18.0,938.0,06/20/2018,,,20.0,4.0,1.0,1.0,0.0,6.0,1.0,4.0,16.0,0.0,0.0,0.0
Pune,P52100000944,BON VIVANT,MALKANI PROPERTIES,411036,"('18.534086223745284','73.950990063676500')",On-Going Project,06/30/2018,06/30/2019,,Others,6257.63,669.54,7849.31,03/22/2022,,,152.0,98.0,3.0,3.0,0.0,31.0,2.0,50.0,54.0,0.0,0.0,0.0
Pune,P52100000318,SAIYOG RESIDENCY,BHOSALE CREATIONS,411034,"('18.588357000000000','73.874686500000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,278.7,0.0,557.4,01/03/2019,,,12.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0
Pune,P52100000574,Pearl,Heera Developers,412308,"('18.474039300000000','73.977863400000000')",On-Going Project,12/31/2017,12/31/2017,,Residential,6200.0,620.0,9443.81,07/12/2018,,,129.0,126.0,0.0,1.0,0.0,12.0,1.0,83.0,46.0,0.0,0.0,0.0
Pune,P52100001969,TRIMURTI,Gruha Navnirman Developers,411030,"('19.097571100000000','72.903237000000000')",On-Going Project,06/30/2018,10/31/2018,02/15/2021,Residential,977.34,0.0,1271.91,06/08/2022,,,24.0,18.0,0.0,1.0,1.0,8.0,0.0,4.0,20.0,0.0,0.0,0.0
Pune,P52100000768,Ujwal Paradise,Ujwal Fine Homes,411041,"('18.463845200000000','73.815812800000000')",On-Going Project,01/28/2018,04/30/2018,,Residential,4872.48,483.95,4947.23,07/23/2019,,,92.0,92.0,1.0,1.0,0.0,14.0,1.0,24.0,67.0,0.0,0.0,0.0
Pune,P52100001273,JM BLISS,PRITAM JAWAHAR MUTHA,410501,"('18.948367000000000','72.825936000000000')",On-Going Project,09/30/2020,09/30/2020,03/31/2025,Residential,6100.0,610.0,4264.79,05/22/2023,,,133.0,15.0,1.0,4.0,0.0,14.0,1.0,51.0,42.0,0.0,0.0,0.0
Pune,P52100002412,Devayani Residency,Yashodhan Associates,411037,"('18.480762700000000','73.872430100000000')",On-Going Project,12/31/2019,12/31/2019,12/30/2021,Residential,6450.04,200.0,6450.04,06/22/2023,,27.0,109.0,92.0,0.0,1.0,0.0,11.0,1.0,38.0,75.0,0.0,0.0,0.0
Pune,P52100000889,Geras Adara,Gera Realty Estates,411057,"('18.597300200000000','73.692523600000000')",New Project,10/30/2023,,,Residential,12140.0,1214.0,12961.27,05/12/2021,,,266.0,262.0,0.0,0.0,0.0,24.0,1.0,214.0,55.0,0.0,0.0,0.0
Pune,P52100000236,FLORIDA RIVER BANK,ONE EARTH,411036,"('18.529280000000000','73.945706000000000')",On-Going Project,06/30/2019,06/30/2019,,Residential,3265.61,770.0,6091.8,10/29/2018,,,88.0,84.0,0.0,4.0,0.0,48.0,0.0,148.0,32.0,0.0,0.0,0.0
Pune,P52100007474,Shuban Enclave,Sahyadri Devcon,411044,"('18.665852500000000','73.765436700000000')",New Project,12/01/2020,,,Residential,3410.79,341.68,3345.21,12/31/2023,,,56.0,0.0,2.0,2.0,0.0,14.0,0.0,163.0,30.0,0.0,0.0,0.0
Pune,P52100001318,Tarangan Residency,Rupali Sham Kate,413801,"('19.166785400000000','73.236789600000000')",On-Going Project,04/30/2019,04/30/2019,,Residential,377.83,0.0,453.33,06/08/2023,,,10.0,2.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
Pune,P52100000035,SWAPNASAMRAT,PARANJAPE SCHEMES (CONSTRUCTION) LTD,411004,"('18.510033409517582','73.836098476057490')",On-Going Project,03/31/2019,03/31/2019,09/30/2020,Residential,4352.17,564.12,7377.44,02/20/2023,2.0,,38.0,29.0,0.0,2.0,1.0,12.0,1.0,0.0,73.0,0.0,0.0,0.0
Pune,P52100000887,Megapolis Symphony Phase I,Pegasus Properties Pvt. Ltd.,411057,"('18.573138729430630','73.687706238553570')",On-Going Project,07/31/2020,07/31/2022,,Residential,10100.78,1010.0,18181.41,04/15/2023,,,294.0,294.0,4.0,2.0,0.0,28.0,2.0,74.0,220.0,0.0,0.0,0.0
Pune,P52100000905,"Apostrophe, Moshi",Apex Builders,412105,"('18.664199146325586','73.838466548943300')",On-Going Project,07/22/2019,12/30/2021,,Others,9292.15,930.9,12835.73,11/07/2020,,,178.0,133.0,4.0,4.0,0.0,48.0,4.0,16.0,230.0,0.0,0.0,0.0
Pune,P52100000526,Royal Entrada Phase II,Five Star Construction Company,411017,"('18.600230327049040','73.748041974746680')",On-Going Project,12/31/2019,12/31/2019,,Others,6495.0,2028.07,12731.16,04/15/2023,,,188.0,182.0,0.0,3.0,0.0,39.0,0.0,103.0,3.0,0.0,0.0,0.0
Pune,P52100000080,ACE AUGUSTA,ACEAUGUSTA,411057,"('18.597300200000000','73.692523600000000')",On-Going Project,09/30/2019,03/30/2021,09/30/2022,Residential,6500.0,650.0,6354.82,01/20/2023,,1.0,123.0,120.0,0.0,1.0,0.0,22.0,1.0,18.0,28.0,0.0,0.0,0.0
Pune,P52100000130,Majestique Venice,Majestique Nirman LLP,411041,"('19.207236600000000','72.834822100000000')",On-Going Project,12/31/2020,12/30/2021,,Residential,14672.6,2414.91,16970.72,06/18/2022,,,323.0,315.0,0.0,4.0,3.0,38.0,3.0,0.0,174.0,0.0,0.0,0.0
Pune,P52100000219,SILVER OAK PH -II,M/S ASHTEKAR CONSTRUCTIONS,411046,"('18.440177500000000','73.862791500000000')",On-Going Project,09/01/2017,07/01/2018,,Residential,8513.16,544.04,9839.78,03/30/2023,,,166.0,159.0,1.0,1.0,0.0,12.0,1.0,49.0,83.0,0.0,0.0,0.0
Pune,P52100000703,EPITOME PHASE I,Kasturi Developers,411057,"('18.605129982640754','73.756631387132980')",On-Going Project,06/24/2019,12/30/2021,,Residential,1325.88,1318.35,14855.16,07/20/2021,,,96.0,85.0,3.0,3.0,0.0,54.0,0.0,15.0,144.0,0.0,0.0,0.0
Pune,P52100000029,Forest Trails Athashri - B2,PARANJAPE SCHEMES (CONSTRUCTION) LIMITED,412115,"('18.510944332937257','73.733992364820890')",On-Going Project,07/31/2021,07/31/2022,07/31/2024,Residential,9913.27,2296.98,21157.25,01/11/2024,3.0,,364.0,339.0,0.0,3.0,1.0,13.0,1.0,71.0,263.0,0.0,0.0,0.0
Pune,P52100000037,YASHWIN HINJAWADI,Vilas Javdekar Eco Shelters Private Limited,411057,"('18.597300200000000','73.692523599999960')",On-Going Project,06/30/2024,06/30/2025,,Others,40820.0,3911.32,60584.81,01/15/2024,,,1078.0,1047.0,2.0,5.0,4.0,92.0,4.0,421.0,561.0,0.0,0.0,0.0
Pune,P52100002552,Skyways Sereno,Pranam Associates,411047,"('18.605837000000000','73.909996000000000')",On-Going Project,06/30/2018,12/31/2018,,Residential,10000.0,1500.0,10566.72,10/15/2019,,,214.0,119.0,0.0,3.0,0.0,30.0,3.0,125.0,97.0,0.0,0.0,0.0
Pune,P52100000729,YAMUNA NIWAS,PANDIT JAVDEKAR ASSOCIATES,411004,"('18.533598900000000','73.830426900000000')",On-Going Project,12/31/2017,12/31/2017,,Residential,706.17,0.0,1129.0,12/08/2022,,,10.0,10.0,0.0,1.0,0.0,6.0,0.0,0.0,18.0,0.0,0.0,0.0
Pune,P52100004157,RIVA,ASIAN VENTURES,411060,"('18.453752400000000','73.901363300000000')",On-Going Project,03/31/2019,09/30/2020,03/21/2024,Residential,4000.0,400.0,5099.28,03/22/2024,,,85.0,53.0,1.0,1.0,0.0,13.0,1.0,24.0,23.0,0.0,0.0,0.0
Pune,P52100001129,SEYA,SEYA PATE CONSTRUCTIONS LLP,411009,"('15.648426800000000','74.000632800000000')",On-Going Project,03/27/2020,09/27/2020,03/26/2022,Residential,1859.9,0.0,3532.95,05/30/2023,,,48.0,27.0,1.0,1.0,0.0,14.0,0.0,14.0,40.0,0.0,0.0,0.0
Pune,P52100000453,Suvan Cresta - Phase B,L M  Bafna,411037,"('18.469841703590948','73.866690672131650')",On-Going Project,12/31/2019,12/31/2019,12/30/2021,Residential,1836.11,347.8,1541.45,04/10/2023,1.0,,39.0,30.0,1.0,1.0,0.0,12.0,1.0,5.0,41.0,0.0,0.0,0.0
Pune,P52100000275,PRISTINE PACIFIC PART-2,Melange Developers,411046,"('18.451729000000000','73.844614000000000')",On-Going Project,08/31/2018,08/31/2018,,Residential,7152.0,715.2,6561.98,08/10/2021,1.0,,131.0,131.0,0.0,3.0,0.0,33.0,6.0,42.0,89.0,0.0,0.0,0.0
Pune,P52100002447,Sonigara Neelangan,KIRANRAJ KESARIMAL SONIGARA,411062,"('18.683640093776937','73.805176277351620')",On-Going Project,03/31/2020,03/30/2023,,Residential,6883.43,627.58,6470.95,02/04/2023,,,245.0,204.0,0.0,3.0,0.0,33.0,3.0,99.0,103.0,0.0,0.0,0.0
Pune,P52100001792,GURU PRAJAKTA,PRAJ DEVELOPERS,411047,"('18.605837000000000','73.909996000000000')",New Project,05/31/2019,,11/30/2020,Residential,767.1,0.0,1213.65,09/11/2021,,,32.0,24.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Pune,P52100000113,MAJESTIQUE CITY,MANISH DWARKADAS MAHESHWARI,412207,"('18.590488893802350','73.995564109774700')",On-Going Project,12/31/2019,12/31/2019,,Residential,6458.0,1903.86,6658.9,06/20/2022,1.0,,151.0,151.0,0.0,1.0,0.0,14.0,1.0,0.0,36.0,0.0,0.0,0.0
Pune,P52100000313,Irene,Colosseum Developers Pvt.Ltd.,411028,"('18.501960600000000','73.933024200000000')",On-Going Project,12/31/2017,03/31/2018,,Residential,3800.0,355.18,2850.0,12/11/2018,,,69.0,46.0,0.0,2.0,0.0,10.0,2.0,17.0,47.0,0.0,0.0,0.0
Pune,P52100000170,AMAR WESTVIEW,INC DEVELOPERS,411001,"('19.172080400000000','72.948255000000000')",On-Going Project,03/31/2018,12/31/2018,,Residential,2100.45,210.72,4198.95,10/04/2022,1.0,,10.0,10.0,1.0,0.0,0.0,11.0,1.0,0.0,31.0,0.0,0.0,0.0
Pune,P52100001163,Star City,Rajmata Constructions,412105,"('18.623907900000000','73.812498400000000')",On-Going Project,12/31/2019,12/31/2019,,Residential,7950.0,769.68,10493.48,01/23/2020,,,174.0,99.0,0.0,2.0,0.0,24.0,0.0,34.0,124.0,0.0,0.0,0.0
Pune,P52100000131,Belmac Residences E,SUPREME HOLDINGS & HOSPITALITY (INDIA) LIMITED,411014,"('18.559668800000000','73.912642300000000')",On-Going Project,05/15/2019,05/15/2019,11/14/2020,Residential,3382.77,338.28,4310.54,11/04/2020,2.0,3.0,45.0,44.0,2.0,0.0,1.0,15.0,0.0,0.0,95.0,0.0,0.0,0.0
Pune,P52100000081,Maza Gharkul,Swaraa Groups,412208,"('18.821176700000000','74.373091500000000')",On-Going Project,12/31/2019,06/30/2021,12/31/2025,Residential,3200.0,320.0,2448.0,09/19/2023,,,120.0,22.0,0.0,3.0,0.0,13.0,10.0,0.0,60.0,0.0,0.0,0.0
Pune,P52100000055,Divine,Millennium Developers,412105,"('18.675268581973890','73.834199564417990')",On-Going Project,06/01/2018,08/01/2018,,Residential,3225.85,322.91,4810.19,10/22/2020,,,92.0,92.0,0.0,2.0,0.0,26.0,0.0,54.0,38.0,0.0,0.0,0.0
Pune,P52100004228,Blue Dice,DHANRAJ KESARIMAL SONIGARA,411062,"('18.503532700000000','73.761538600000000')",On-Going Project,01/14/2020,01/14/2020,01/14/2022,Residential,8891.22,889.12,7925.04,10/08/2022,,,189.0,96.0,0.0,3.0,0.0,36.0,3.0,129.0,60.0,0.0,0.0,0.0
Pune,P52100002715,Eklavya Skylark,Eklavya Builders Private Limited,411014,"('18.560013166948580','73.953966726767020')",On-Going Project,03/31/2018,06/30/2018,01/31/2024,Residential,2000.0,0.0,1852.0,12/29/2022,,1.0,32.0,32.0,0.0,1.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0
Pune,P52100001736,SHABARI,Gruha Navnirman Developers,411009,"('18.486580700000000','73.850110300000000')",On-Going Project,06/30/2017,03/31/2018,06/30/2018,Residential,513.3,0.0,718.34,03/20/2019,,,15.0,13.0,0.0,1.0,0.0,6.0,0.0,8.0,12.0,0.0,0.0,0.0
Pune,P52100000415,Hirabaug Business center,sanjivani shelters,411002,"('18.502275000000000','73.858497000000000')",On-Going Project,03/31/2019,08/31/2019,,Others,3186.39,0.0,10280.63,10/20/2021,,,79.0,67.0,2.0,1.0,1.0,16.0,0.0,39.0,54.0,0.0,0.0,0.0
Pune,P52100002015,PGD Pinnacle,PGD Land LLP,411036,"('18.520430300000000','73.856743699999920')",On-Going Project,05/31/2018,10/30/2021,,Residential,922.0,0.0,6778.26,12/01/2020,,,119.0,114.0,0.0,2.0,0.0,22.0,2.0,0.0,28.0,0.0,0.0,0.0
