district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold
Palghar,P99000003915,Golden Eye,Kotak Sons,401407,"('19.697454800000000','72.714149600000000')",On-Going Project,02/28/2019,02/28/2019,,Residential,11000.0,1500.0,2474.76,03/12/2020,,,44.0,17.0,0.0,2.0,0.0,8.0,2.0,20.0,16.0,0.0,0.0,0.0
Palghar,P99000017141,Kotak Royale,Kotak Sons,401404,"('19.693558100000000','72.765518400000020')",New Project,12/01/2020,,06/30/2024,Residential,4234.0,408.77,2667.1,12/10/2023,,,96.0,12.0,0.0,2.0,0.0,12.0,2.0,40.0,2.0,0.0,0.0,0.0
Palghar,P99000004132,OCEAN PEARL,OCEAN DEVELOPERS,401404,"('19.700804000000000','72.765336000000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,2600.0,436.07,2780.16,07/14/2021,,,58.0,9.0,0.0,1.0,0.0,5.0,2.0,81.0,2.0,0.0,0.0,0.0
Palghar,P99000007481,Nikhil Tower Building No 2,M/S. SAMARTH BUILDERS & LAND DEVELOPERS,401303,"('19.434428900000000','72.922432900000000')",On-Going Project,12/01/2018,06/01/2019,11/30/2021,Residential,1434.91,0.0,2649.43,12/12/2022,,,140.0,42.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000002353,BRAHMAND RESIDENCY,BHAVI REALITY LLP,401602,"('19.996935581000000','72.730000000000000')",On-Going Project,06/30/2023,06/30/2024,,Others,3800.0,0.0,3510.01,08/22/2022,,,58.0,35.0,0.0,3.0,0.0,12.0,3.0,0.0,2.0,0.0,0.0,0.0
Palghar,P99000008958,SHUBHAM PARADISE,ARHAM REALTORS,401303,"('19.434428900000000','72.922432900000000')",On-Going Project,06/30/2022,06/30/2023,,Residential,836.05,6.0,4299.77,12/05/2019,,,85.0,60.0,0.0,1.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000005498,Shree Ganesh Kuteer,Shree Mahalaxmi Ventures,401201,"('19.369526200000000','72.786551800000000')",On-Going Project,09/30/2017,03/31/2018,,Residential,1287.63,0.0,1558.0,10/29/2018,,,34.0,31.0,0.0,1.0,0.0,8.0,1.0,9.0,14.0,0.0,0.0,0.0
Palghar,P99000002118,POONAM HEIGHTS,POONAM REALTY,401303,"('19.434428900000000','72.922432900000000')",On-Going Project,11/30/2014,12/31/2019,,Others,560.19,128.06,2864.18,01/10/2020,,,54.0,53.0,0.0,1.0,0.0,13.0,1.0,0.0,5.0,0.0,0.0,0.0
Palghar,P99000000160,SAI SAHARA APARTMENT,Sai Sahara Construction Company,401202,"('19.336721585882806','72.806908908413330')",On-Going Project,09/12/2017,12/30/2024,,Residential,2009.54,193.0,1893.41,06/27/2019,,,88.0,38.0,0.0,2.0,0.0,16.0,1.0,18.0,0.0,0.0,0.0,0.0
Palghar,P99000001663,POONAM HEIGHTS,POONAM MEGA DEVELOPERS,401303,"('19.434428900000000','72.922432900000000')",On-Going Project,04/30/2014,12/31/2019,,Others,2360.53,384.29,9527.88,01/10/2020,,6.0,186.0,182.0,0.0,3.0,0.0,39.0,3.0,0.0,21.0,0.0,0.0,0.0
Palghar,P99000007365,POONAM PALLAZO,POONAM SHANTI DEVELOPERS,401203,"('19.416676100000000','72.798370500000000')",On-Going Project,04/30/2015,12/31/2019,12/30/2021,Residential,1881.76,650.0,6780.75,07/17/2021,,,173.0,173.0,0.0,2.0,0.0,23.0,2.0,0.0,19.0,0.0,0.0,0.0
Palghar,P99000004226,BLISS INDUSTRIAL ESTATE -02,BLISS DEVELOPERS,401202,"('19.372959500000000','72.822006400000000')",On-Going Project,12/01/2018,12/01/2018,,Industrial,2200.0,0.0,2370.23,07/11/2018,,,28.0,5.0,0.0,1.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0
Palghar,P99000010145,"OM SHREE ASHTAVINAYAK COMPLEX,BUILDING NO.2,H,I,J WING",ASSETS INFRASTRUCTURES CO,401209,"('19.405448600000000','72.830869200000000')",On-Going Project,03/31/2019,03/31/2020,09/30/2023,Others,2505.34,0.0,6657.14,04/10/2023,,,155.0,154.0,0.0,3.0,0.0,42.0,3.0,0.0,19.0,0.0,0.0,0.0
Palghar,P99000001630,BACHRAJ LANDMARK,BACHRAJ DEVELOPERS,401303,"('19.469206000000000','72.808070000000000')",On-Going Project,12/01/2018,12/01/2018,,Others,9134.06,1903.4,24154.96,07/03/2021,,,601.0,491.0,0.0,3.0,3.0,45.0,3.0,16.0,68.0,0.0,0.0,0.0
Palghar,P99000000116,EKTA PARKSVILLE PHASE I,EKTA PARKSVILLE HOMES PVT. LTD.,401303,"('19.471892000000000','72.800427000000000')",On-Going Project,12/31/2019,12/31/2019,03/31/2023,Residential,2842.89,1043.21,26078.7,03/08/2024,4.0,16.0,648.0,633.0,0.0,9.0,0.0,144.0,9.0,0.0,8.0,0.0,0.0,0.0
Palghar,P99000002625,Riddhi Siddhi Industrial Complex,Riddhi Siddhi Builders & Developers,401305,"('19.463699700000000','72.811666100000000')",On-Going Project,01/01/2023,01/01/2024,,Industrial,6321.26,0.0,4740.95,10/08/2018,,,39.0,23.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000002162,TULIP RESIDENCY,BRRIGHT REALTORS,401404,"('19.702108000000000','72.762526000000000')",On-Going Project,03/31/2018,03/31/2018,12/31/2018,Residential,493.0,0.0,559.77,06/25/2021,,,21.0,19.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000000115,EKTA PARKSVILLE PHASE II,EKTA PARKSVILLE HOMES PVT. LTD.,401103,"('19.472084000000000','72.801115000000000')",On-Going Project,11/30/2019,06/30/2021,12/31/2024,Residential,2321.34,990.74,23198.1,02/26/2024,3.0,31.0,591.0,563.0,0.0,8.0,0.0,128.0,8.0,0.0,8.0,0.0,0.0,0.0
Palghar,P99000000134,BROOKLYN PARK PHASE I,EKTA PARKSVILLE HOMES PVT. LTD.,401303,"('19.469840000000000','72.799248000000000')",On-Going Project,05/31/2019,05/31/2019,11/30/2020,Residential,843.31,0.0,7479.76,09/13/2023,4.0,4.0,188.0,186.0,0.0,3.0,0.0,39.0,3.0,0.0,3.0,0.0,0.0,0.0
Palghar,P99000000110,BROOKLYN PARK PHASE II,EKTA PARKSVILLE HOMES PVT. LTD.,401303,"('19.469335000000000','72.798800000000000')",On-Going Project,10/31/2019,10/31/2019,09/30/2023,Residential,1063.98,0.0,9295.49,03/08/2024,3.0,11.0,272.0,252.0,0.0,3.0,0.0,39.0,3.0,0.0,3.0,0.0,0.0,0.0
Palghar,P99000000148,BROOKLYN PARK PHASE III,EKTA PARKSVILLE HOMES PVT. LTD.,401303,"('19.469567000000000','72.798332000000000')",On-Going Project,02/28/2020,02/28/2020,04/30/2023,Residential,919.22,785.0,7981.91,03/08/2024,3.0,8.0,195.0,189.0,0.0,3.0,0.0,39.0,3.0,0.0,3.0,0.0,0.0,0.0
Palghar,P99000000747,N G SHREE RAM VAN PHASE I,J M G REALTORS PVT LTD,413001,"('19.373482000000000','72.886993000000000')",On-Going Project,12/15/2019,12/15/2019,12/14/2020,Residential,4032.25,705.34,4227.65,02/07/2024,,,70.0,33.0,0.0,2.0,0.0,16.0,2.0,0.0,2.0,0.0,0.0,0.0
Palghar,P99000011703,PENINSULA HEIGHTS,PRIESKA REAL ESTATES PVT. LTD.,401303,"('19.434428900000000','72.922432900000000')",On-Going Project,12/31/2019,12/31/2019,,Residential,2840.72,5222.65,7010.0,12/14/2019,,,181.0,90.0,0.0,1.0,0.0,15.0,1.0,75.0,1.0,0.0,0.0,0.0
Palghar,P99000000109,EKTA PARKSVILLE PHASE III,EKTA PARKSVILLE HOMES PVT. LTD.,401303,"('19.471750000000000','72.800075000000000')",On-Going Project,06/30/2020,12/30/2020,12/30/2023,Residential,3413.59,2631.78,32264.58,03/08/2024,3.0,86.0,806.0,761.0,0.0,12.0,0.0,192.0,12.0,0.0,10.0,0.0,0.0,0.0
Palghar,P99000000106,Happinest Boisar Phase III,Mahindra Lifespace Developers limited,401501,"('19.770357000000000','72.772056000000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,7560.94,719.75,7299.42,12/30/2019,1.0,,160.0,127.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000002478,BHAKTI PARK,MHATRE REALTORS,401402,"('19.659749900000000','72.733061400000000')",On-Going Project,05/31/2020,11/30/2020,12/31/2027,Others,1520.0,0.0,1796.6,03/18/2024,,,59.0,21.0,0.0,2.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000000244,Mahavir Krupa D,Rajesh Construction,401501,"('19.815775500000000','72.725232900000000')",On-Going Project,10/31/2017,12/31/2017,,Residential,926.84,92.6,695.13,10/28/2021,1.0,,18.0,8.0,0.0,1.0,0.0,5.0,1.0,4.0,5.0,0.0,0.0,0.0
Palghar,P99000000542,VBHC Greenglade,VBHC MUMBAI VALUE HOMES PRIVATE LIMITED,401404,"('19.729206629704226','72.803305360601830')",On-Going Project,02/29/2020,02/29/2020,02/28/2023,Residential,3667.0,0.0,2254.72,01/22/2024,,,45.0,13.0,0.0,2.0,0.0,8.0,0.0,114.0,0.0,0.0,0.0,0.0
Palghar,P99000000827,VRINDAVAN COMPLEX,PATIL BUILDERS,401102,"('19.604208100000000','72.833823400000000')",On-Going Project,05/31/2019,05/31/2019,11/30/2020,Residential,1509.0,0.0,3875.0,01/04/2022,,,36.0,23.0,0.0,2.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000000417,BROOKLYN PARK PHASE IV,EKTA HOUSING PRIVATE LIMITED,401303,"('19.434428900000000','72.922432900000000')",On-Going Project,07/31/2020,01/31/2021,12/31/2024,Residential,886.61,0.0,8055.73,02/26/2024,,9.0,189.0,115.0,0.0,2.0,0.0,26.0,2.0,0.0,2.0,0.0,0.0,0.0
Palghar,P99000000701,FIA CONSTRUCTION COMPANY - FIA PRIDE,NIMISH LAXMICHAND PASAD,401402,"('19.659749900000000','72.733061400000000')",On-Going Project,07/31/2017,12/31/2018,,Others,621.0,0.0,869.41,10/18/2022,,,23.0,21.0,0.0,1.0,0.0,5.0,1.0,6.0,47.0,0.0,0.0,0.0
Palghar,P99000012178,DEEP CLASSIC TOWER,SAI SANGAM DEVELOPERS,401209,"('19.405448600000000','72.830869200000000')",On-Going Project,12/31/2019,06/30/2021,12/30/2022,Residential,687.98,829.13,4145.0,02/11/2023,,,142.0,64.0,0.0,1.0,0.0,10.0,46.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000000515,VBHC Greendew,VBHC MUMBAI VALUE HOMES PRIVATE LIMITED,401404,"('19.726686899797055','72.799078199194350')",On-Going Project,07/31/2018,07/31/2018,07/31/2019,Residential,3002.1,0.0,3819.75,10/14/2019,,1.0,101.0,41.0,0.0,2.0,0.0,10.0,0.0,254.0,0.0,0.0,0.0,0.0
Palghar,P99000000257,Sunshine Palace,Shantee Housing,401202,"('19.372959500000000','72.822006400000000')",On-Going Project,06/30/2017,03/31/2018,,Residential,1600.0,0.0,1538.59,11/03/2021,,,46.0,22.0,0.0,1.0,0.0,5.0,1.0,17.0,6.0,0.0,0.0,0.0
Palghar,P51900000444,Joyville Virar Phase 1,Joyville Shapoorji Housing Private Limited,401303,"('19.438443800000000','72.793820399999960')",On-Going Project,06/30/2021,06/30/2022,,Residential,2983.68,4660.2,18109.64,03/07/2024,2.0,1.0,308.0,305.0,0.0,2.0,0.0,46.0,2.0,66.0,176.0,0.0,0.0,0.0
Palghar,P51800002045,DIVYARAJ VALUEHOMES - BLDG C & D,DIVYARAJ REAL ESTATE SERVICES LLP,401501,"('19.789574999999999','72.707029000000006')",On-Going Project,03/31/2018,03/31/2018,,Residential,2065.17,498.15,1905.8,12/27/2018,4.0,,96.0,32.0,0.0,2.0,0.0,6.0,0.0,240.0,0.0,0.0,0.0,0.0
Palghar,P99000001241,DAULAT GARDENS,Ahura Construction JV,401501,"('19.798442999999999','72.761496600000001')",On-Going Project,07/31/2019,12/30/2024,,Others,2120.25,0.0,2508.39,03/04/2024,,,51.0,3.0,0.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000002974,HEAVEN HILLS,XL REALTORZ,401404,"('19.673043000000000','72.909453999999997')",On-Going Project,10/31/2017,06/30/2018,06/30/2019,Residential,5400.0,540.0,6318.0,06/16/2021,,,144.0,46.0,0.0,3.0,0.0,12.0,0.0,15.0,0.0,0.0,0.0,0.0
Palghar,P99000007688,UNITY GARDEN,UNITY LAND DEVELOPERS,401501,"('19.798442999999999','72.761496600000001')",On-Going Project,03/31/2018,03/31/2018,,Residential,8700.0,0.0,1483.86,03/04/2023,,,30.0,22.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000001734,MAJESTIC MEADOWS,SAIRAJ NIRMAAN REALTORS,401102,"('19.617315000000001','72.919161000000003')",On-Going Project,12/31/2022,12/30/2023,12/29/2024,Residential,5444.24,0.0,3756.53,03/02/2024,,,110.0,56.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000001539,VBHC Greenwoods,VBHDC Bangalore Value Homes Private Limited,401404,"('19.728126028959360','72.798590037153640')",On-Going Project,09/30/2017,06/30/2018,06/30/2019,Residential,1189.0,0.0,1960.67,07/28/2021,,3.0,39.0,29.0,0.0,1.0,0.0,5.0,0.0,100.0,0.0,0.0,0.0,0.0
Palghar,P99000006419,BLISS,SEA CRESTS BUILDCON LLP,401102,"('19.676531499999999','72.745665500000001')",On-Going Project,06/30/2018,06/30/2018,,Others,785.88,0.0,793.74,01/11/2023,,,23.0,4.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000000811,New Haven Compact Boisar II Phase I,SMART VALUE HOMES (BOISAR) PRIVATE LIMITED,401404,"('19.769760550899140','72.767531253509560')",On-Going Project,07/10/2018,05/31/2019,11/30/2020,Residential,55778.81,0.0,41156.34,09/20/2021,3.0,1.0,770.0,705.0,0.0,18.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000005051,Nakshatra Greens,JSB Buildcon LLP,401208,"('19.359731000000000','72.858622999999994')",On-Going Project,06/30/2017,06/30/2018,06/30/2019,Residential,6315.0,0.0,12181.67,09/27/2021,,1.0,416.0,365.0,0.0,4.0,0.0,60.0,4.0,40.0,76.0,0.0,0.0,0.0
Palghar,P99000001765,SPANISH RESIDENCY,SHANTEE REALTY AND LIFE SPACE,401202,"('19.383583999999999','72.907269999999997')",On-Going Project,12/30/2018,03/31/2019,,Residential,25509.72,0.0,6122.33,03/08/2024,,2.0,167.0,106.0,0.0,18.0,0.0,52.0,17.0,5.0,169.0,0.0,0.0,0.0
Palghar,P99000006263,Avani Residency,AVANI RESIDENCY,401501,"('19.786514000000000','72.803061999999997')",On-Going Project,04/03/2019,12/30/2021,,Residential,1085.73,0.0,1345.46,07/31/2017,,1.0,38.0,14.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000013971,FIA EMERALD,NIMISH LAXMICHAND PASAD,401402,"('19.659749900000001','72.733061399999997')",New Project,12/30/2022,,,Residential,519.0,0.0,719.51,08/14/2021,,,23.0,19.0,0.0,1.0,0.0,5.0,1.0,29.0,29.0,0.0,0.0,0.0
Palghar,P99000000895,Gokul Park,Sai Ganesh Realtors,401209,"('19.405448600000000','72.830869199999995')",On-Going Project,04/30/2018,12/31/2018,12/31/2019,Residential,3400.0,335.59,4366.6,12/18/2019,,,76.0,51.0,0.0,5.0,0.0,25.0,5.0,10.0,5.0,0.0,0.0,0.0
Palghar,P99000013698,FIA TULIP,NIMISH LAXMICHAND PASAD,401402,"('19.659749900000001','72.733061399999997')",New Project,12/30/2022,,12/31/2023,Others,947.0,0.0,1333.06,07/13/2023,,,46.0,44.0,0.0,2.0,0.0,10.0,2.0,66.0,28.0,0.0,0.0,0.0
Palghar,P99000003053,Sriji Apartment,Pritesh Rajendraprasad Joshi,401404,"('19.701458700000000','72.827915000000004')",New Project,04/28/2019,,,Residential,627.0,0.0,740.31,04/16/2023,,,31.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
Palghar,P99000003089,MATOSHRI HEIGHTS,HEMANT SITARAM PATIL,401208,"('19.373481999999999','72.886993000000004')",On-Going Project,12/31/2017,12/30/2021,03/31/2025,Residential,1700.0,126.33,3550.74,06/22/2023,,,67.0,26.0,0.0,1.0,0.0,8.0,1.0,18.0,4.0,0.0,0.0,0.0
Palghar,P99000000974,VBHC Greenwoods,VBHDC Bangalore Value Homes Private Limited,401404,"('19.727419999999999','72.803034999999994')",On-Going Project,10/31/2017,06/30/2018,06/30/2019,Residential,11280.0,0.0,7386.0,07/23/2021,,1.0,140.0,117.0,0.0,3.0,0.0,15.0,0.0,338.0,0.0,0.0,0.0,0.0
Palghar,P99000003833,AGARWAL SOLITAIRE,AGARWAL BUILDERS,401303,"('19.462695900000000','72.798359000000000')",On-Going Project,12/30/2015,03/31/2019,,Residential,6515.0,1500.0,13551.42,05/18/2022,,1.0,330.0,170.0,0.0,1.0,0.0,13.0,1.0,0.0,85.0,0.0,0.0,0.0
Palghar,P99000002207,AGARWAL PARAMOUNT,AGARWAL REALTORS,401303,"('19.462695900000000','72.798359000000000')",On-Going Project,12/31/2022,12/30/2023,,Others,12364.8,1423.0,35097.49,02/19/2023,,,835.0,398.0,0.0,2.0,0.0,30.0,2.0,0.0,85.0,0.0,0.0,0.0
Palghar,P99000003885,"RG-A,B,E,F",RELIABLE REALTOUCH,401208,"('19.373481999999999','72.886993000000004')",On-Going Project,12/25/2019,12/25/2019,12/31/2025,Others,3588.66,2268.22,8163.0,12/15/2023,,3.0,283.0,258.0,0.0,4.0,0.0,42.0,4.0,67.0,4.0,0.0,0.0,0.0
Palghar,P99000003657,"RG-C,D",RELIABLE REALTOUCH,401208,"('19.373481999999999','72.886993000000004')",On-Going Project,06/15/2019,06/15/2019,12/31/2026,Others,1676.84,1021.61,383.6,12/15/2023,,1.0,125.0,24.0,0.0,2.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000003651,C SQUARE PARK,C'SQUARE REALTY PVT.LTD.,401303,"('19.434428900000000','72.922432900000004')",On-Going Project,12/31/2019,06/30/2021,12/31/2023,Others,1423.05,140.71,1402.5,02/27/2024,,,79.0,64.0,0.0,2.0,0.0,21.0,2.0,3.0,2.0,0.0,0.0,0.0
Palghar,P99000002430,Avenue D - Phase III,Venus Developers,401303,"('19.434428900000000','72.922432900000004')",On-Going Project,03/31/2017,06/30/2019,,Residential,3039.82,1125.0,2405.97,08/25/2020,,1.0,51.0,16.0,0.0,1.0,0.0,8.0,0.0,15.0,0.0,0.0,0.0,0.0
Palghar,P99000002691,VINAY UNIQUE HEIGHTS,SUV DEVELOPERS,401303,"('19.470458000000001','72.797809000000001')",On-Going Project,05/31/2017,12/31/2019,,Residential,902.01,0.0,3077.57,07/24/2021,,,47.0,37.0,0.0,1.0,0.0,13.0,1.0,0.0,6.0,0.0,0.0,0.0
Palghar,P99000000853,MUKUNDA HEIGHTS,Sai Mukunda Builder and Developers,401209,"('19.435257000000000','72.818128000000002')",On-Going Project,05/31/2019,05/30/2022,,Residential,1740.0,123.0,2361.28,09/22/2019,,1.0,79.0,21.0,0.0,1.0,0.0,8.0,1.0,26.0,1.0,0.0,0.0,0.0
Palghar,P99000000898,Imperial Classic,Star Builders,401202,"('19.366665000000001','72.815211000000005')",On-Going Project,08/31/2017,04/30/2018,,Residential,2490.0,192.28,2886.09,02/06/2020,,,53.0,53.0,0.0,1.0,0.0,8.0,1.0,23.0,1.0,0.0,0.0,0.0
Palghar,P99000015524,DRUMAN,ANS REALTY,401404,"('19.676531499999999','72.745665500000001')",New Project,05/22/2019,,11/21/2020,Residential,353.77,0.0,421.69,07/01/2022,,,12.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,30.0,0.0,0.0,0.0
Palghar,P99000008275,SIGNATURE C - CREST,ANS REALTY,401404,"('19.701458700000000','72.827915000000004')",On-Going Project,03/31/2018,09/30/2018,,Residential,540.0,0.0,540.0,07/01/2022,,,9.0,4.0,0.0,6.0,0.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0
Palghar,P99000004350,SIGNATURE B - BLISS,ANS REALTY,401404,"('19.701458700000000','72.827915000000004')",On-Going Project,03/31/2018,12/31/2018,,Residential,502.0,0.0,501.06,07/01/2022,,,12.0,9.0,0.0,12.0,0.0,4.0,12.0,10.0,12.0,0.0,0.0,0.0
Palghar,P99000002405,AGARWAL EXOTICA,AGARWAL REALTORS,401208,"('19.394237000000000','72.863368000000000')",On-Going Project,12/31/2020,12/30/2022,,Others,6050.0,2808.8,14044.14,06/02/2022,,,334.0,214.0,0.0,1.0,0.0,15.0,1.0,41.0,114.0,0.0,0.0,0.0
Palghar,P99000001370,SUNSHINE GREEN PARK PHASE I,SHantee Homes Realty LLP,401208,"('19.408769000000000','72.846332000000000')",On-Going Project,12/31/2016,03/31/2018,,Others,5000.0,600.0,7008.18,04/27/2022,,143.0,284.0,232.0,0.0,5.0,0.0,21.0,5.0,35.0,23.0,0.0,0.0,0.0
Palghar,P99000004112,Anand Park Mamta Heights,Sachin Shantilal Joshi,401501,"('19.779752899999998','72.792837899999995')",On-Going Project,12/30/2019,12/30/2019,06/30/2024,Residential,2480.0,248.0,1854.5,11/28/2023,,,75.0,45.0,0.0,3.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000001022,FIA DAFFODILS,NIMISH LAXMICHAND PASAD,401402,"('19.659749900000001','72.733061399999997')",On-Going Project,12/31/2018,12/31/2018,,Others,430.0,0.0,515.84,10/17/2022,,,24.0,24.0,0.0,1.0,0.0,4.0,1.0,41.0,8.0,0.0,0.0,0.0
Palghar,P99000001294,SUNSHINE GREEN PARK PHASE 2,SHantee Homes Realty LLP,401208,"('19.373481999999999','72.886993000000004')",On-Going Project,07/31/2018,03/31/2019,06/30/2025,Others,5000.0,900.0,6711.19,02/23/2024,,2.0,334.0,202.0,0.0,5.0,0.0,26.0,5.0,54.0,0.0,0.0,0.0,0.0
Palghar,P99000007131,DHRUV APARTMENT,PRATIK DEVELOPERS,401208,"('19.373481999999999','72.886993000000004')",On-Going Project,12/31/2019,12/30/2021,,Others,2524.97,0.0,2524.97,07/05/2021,,,52.0,45.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000004106,UNITED REGENCY,UNITED REALTORS,401501,"('19.791793999999999','72.708238300000005')",On-Going Project,12/31/2017,12/31/2018,12/30/2021,Residential,5855.99,0.0,4392.0,02/05/2019,,2.0,122.0,90.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000006092,K M AVENUE,K M ENTERPRISES,401501,"('19.791793999999999','72.708238300000005')",On-Going Project,11/30/2014,10/31/2018,12/31/2022,Residential,4555.06,0.0,3416.29,04/13/2022,,,104.0,93.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000004110,YASHWANT HEIGHTS,MANGALMURTI DEVELOPERS,401303,"('19.462695900000000','72.798359000000000')",On-Going Project,12/30/2014,12/31/2018,,Others,2024.0,176.83,6232.49,06/14/2021,,,86.0,43.0,0.0,1.0,0.0,13.0,1.0,32.0,44.0,0.0,0.0,0.0
Palghar,P99000005979,PUSHPAM A,ARHAM REALTORS,401303,"('19.434428900000000','72.922432900000004')",On-Going Project,07/31/2018,07/31/2018,,Residential,463.66,0.0,713.15,12/05/2019,,,20.0,17.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000006700,"RAJHANS KSHITIJ, ASPEN, WING C",AJMERA DEVELOPERS,401202,"('19.373826999999999','72.816529000000003')",On-Going Project,03/31/2015,12/31/2018,,Residential,585.0,3985.21,2061.5,04/07/2023,,,28.0,13.0,0.0,1.0,0.0,8.0,1.0,4.0,15.0,0.0,0.0,0.0
Palghar,P99000001441,SUNSHINE SAPPHIRE,Shantee Housing,401202,"('19.372959500000000','72.822006400000006')",On-Going Project,03/31/2017,05/30/2019,11/29/2020,Residential,1100.0,0.0,4146.99,04/23/2023,,11.0,137.0,92.0,0.0,2.0,0.0,30.0,2.0,0.0,28.0,0.0,0.0,0.0
Palghar,P99000002849,ROMAN RESIDENCY,Shantee Housing,401207,"('19.346796000000001','72.819051999999999')",On-Going Project,08/30/2019,08/30/2019,02/28/2021,Residential,11840.0,2000.0,2948.98,02/21/2023,,,62.0,43.0,0.0,9.0,0.0,26.0,9.0,3.0,31.0,0.0,0.0,0.0
Palghar,P99000007342,LAKEVIEW APARTMENT,TRIMURTI BUILDERS AND DEVELOPERS,401209,"('19.405448600000000','72.830869199999995')",On-Going Project,12/31/2019,12/31/2019,,Residential,2680.0,192.95,1874.39,09/18/2019,1.0,2.0,158.0,21.0,0.0,2.0,0.0,21.0,2.0,18.0,2.0,0.0,0.0,0.0
Palghar,P99000002476,SHUBHAM GALAXY,ARHAM NEEJDEEP REALTORS,401202,"('19.372959500000000','72.822006400000006')",On-Going Project,03/31/2019,01/01/2021,,Residential,8550.0,0.0,2864.18,06/12/2023,,,54.0,32.0,0.0,1.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000009723,Suncity Complex,SWASTIK BUILDER AND DEVELOPERS,401403,"('19.721060000000001','72.907544000000001')",On-Going Project,12/31/2018,03/31/2019,,Residential,2600.0,1160.0,1749.73,09/14/2020,,,26.0,16.0,0.0,2.0,0.0,7.0,2.0,0.0,26.0,0.0,0.0,0.0
Palghar,P99000012536,"HDIL PARADISE CITY SECTOR 1,PALGHAR",HOUSING DEVELOPMENT AND INFRASTRUCTURE LTD,401404,"('19.676944440000000','72.765000000000000')",On-Going Project,10/31/2013,01/30/2018,01/30/2019,Others,29076.54,0.0,40048.88,04/19/2019,,7.0,930.0,772.0,0.0,12.0,0.0,60.0,12.0,0.0,174.0,0.0,0.0,0.0
Palghar,P99000012539,HDIL PARADISE CITY SECTOR 2,HOUSING DEVELOPMENT AND INFRASTRUCTURE LTD,401404,"('19.677500000000000','72.766666670000000')",On-Going Project,10/31/2013,09/30/2018,09/30/2019,Others,38878.89,0.0,55733.87,04/19/2019,,13.0,1576.0,1217.0,0.0,20.0,0.0,100.0,20.0,0.0,39.0,0.0,0.0,0.0
Palghar,P99000012576,HDIL PARADISE CITY SECTOR 3,HOUSING DEVELOPMENT AND INFRASTRUCTURE LTD,401404,"('19.678055560000000','72.768611110000000')",On-Going Project,12/31/2017,08/30/2019,,Others,30829.88,0.0,39909.0,04/19/2019,,9.0,1264.0,1005.0,0.0,14.0,0.0,70.0,14.0,0.0,0.0,0.0,0.0,0.0
