district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold
Raigarh,P52000000650,Riverside County,Devendra Yashwant Manchekar,402107,"('18.771253600000000','73.179212500000000')",On-Going Project,05/10/2023,05/10/2024,,Residential,28328.0,6070.0,18612.0,04/11/2018,,,273.0,14.0,0.0,7.0,0.0,35.0,0.0,84.0,0.0,0.0,0.0,0.0
Raigarh,P52000000003,Bliss Studio,BALSAM BUILDERS,410201,"('18.919512000000000','73.326090000000000')",On-Going Project,11/18/2021,12/21/2022,12/20/2023,Residential,8696.0,6188.0,10433.0,12/27/2023,,,300.0,61.0,0.0,1.0,0.0,5.0,0.0,50.0,0.0,0.0,0.0,0.0
Raigarh,P52000000480,MORAJ MAA SHRISHTI,MORAJ INFRATECH PRIVATE LIMITED,410203,"('18.809546000000000','73.330541000000000')",On-Going Project,12/18/2018,12/18/2018,,Others,3523.5,353.0,4767.25,02/16/2021,,,42.0,13.0,0.0,2.0,0.0,7.0,1.0,10.0,10.0,0.0,0.0,0.0
Raigarh,P52000000007,Krishna Residency,S P Construction,410203,"('18.808738804684847','73.334943965656300')",On-Going Project,12/18/2020,12/18/2021,,Others,4310.0,431.0,6082.81,07/03/2023,,,183.0,172.0,0.0,3.0,0.0,24.0,3.0,0.0,3.0,0.0,0.0,0.0
Raigarh,P52000000208,RUCHA SOLITAIRE,CHINTAMANI PROJECTS,410101,"('18.982414900000000','73.328444500000000')",New Project,11/01/2020,,,Residential,337.0,0.0,403.13,02/06/2023,,,12.0,12.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
Raigarh,P52000007338,SAI MORESHWAR,SPACE LAND DEVELOPERS,410101,"('18.915902900000000','73.343191000000000')",On-Going Project,12/31/2019,12/31/2019,12/31/2025,Residential,13200.0,1320.0,8578.56,01/21/2023,,1.0,259.0,217.0,0.0,16.0,0.0,80.0,16.0,0.0,16.0,0.0,0.0,0.0
Raigarh,P52000000270,ORION,DARSHAN KIRTIKUMAR BAFNA,402107,"('18.735793100000000','73.094692600000000')",On-Going Project,03/31/2020,09/30/2020,,Residential,4650.0,465.0,4623.0,06/21/2021,,,116.0,64.0,0.0,1.0,1.0,7.0,1.0,13.0,30.0,0.0,0.0,0.0
Raigarh,P52000000062,COMMANDERS HEERA SIDDHI HOMES,HEERA SIDDHI HOMES LLP,410207,"('18.877850700000000','73.165937800000000')",On-Going Project,06/30/2019,06/30/2019,12/29/2023,Residential,8810.0,881.0,10291.72,03/04/2024,,,272.0,184.0,0.0,7.0,0.0,32.0,7.0,51.0,25.0,0.0,0.0,0.0
Raigarh,P52000004099,Sai Home Infra,Pallavi Sharad Nagare,410206,"('18.975094100000000','73.052334000000000')",On-Going Project,09/22/2018,03/22/2019,,Others,1093.21,0.0,1637.87,03/18/2020,,,54.0,46.0,0.0,1.0,0.0,13.0,1.0,15.0,6.0,0.0,0.0,0.0
Raigarh,P52000000721,Wellwisher Town,Wellwisher Properties,410203,"('18.794916300000000','73.334042599999980')",On-Going Project,12/31/2024,12/30/2025,,Residential,27100.0,2664.27,44957.92,03/01/2024,,,918.0,640.0,0.0,12.0,0.0,111.0,11.0,351.0,423.0,0.0,0.0,0.0
Raigarh,P52000006083,VIVIANA - BLOCK 1,NIRMAN REALTORS AND DEVELOPERS LTD,410201,"('19.035179073205942','73.325187469003370')",On-Going Project,03/31/2018,12/30/2025,,Residential,852.0,0.0,851.55,02/06/2024,,,37.0,12.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
Raigarh,P52000012071,VIVIANA - BLOCK 2,NIRMAN REALTORS AND DEVELOPERS LTD,410201,"('19.035526442070160','73.325195515630410')",On-Going Project,07/31/2018,12/30/2025,,Residential,760.0,0.0,759.57,01/22/2024,,,32.0,11.0,0.0,1.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0
Raigarh,P52000007537,VIVIANA - BLOCK3,NIRMAN REALTORS AND DEVELOPERS LTD,410201,"('19.035432627193032','73.325412774560620')",On-Going Project,03/31/2018,12/30/2025,,Residential,586.0,0.0,585.39,09/24/2022,,1.0,22.0,17.0,0.0,1.0,0.0,4.0,1.0,0.0,14.0,0.0,0.0,0.0
Raigarh,P52000007121,VIVIANA - BLOCK 4,NIRMAN REALTORS AND DEVELOPERS LTD,410201,"('19.035384451965270','73.325828516957930')",On-Going Project,08/15/2017,12/30/2025,,Residential,782.0,0.0,781.98,12/12/2023,,,30.0,30.0,0.0,1.0,0.0,4.0,0.0,43.0,1.0,0.0,0.0,0.0
Raigarh,P52000006209,VIVIANA - BLOCK 5,NIRMAN REALTORS AND DEVELOPERS LTD,410201,"('19.034955945377018','73.325799012658760')",On-Going Project,04/13/2018,12/30/2025,,Residential,1640.0,0.0,1639.57,01/16/2024,,,48.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
Raigarh,P52000000786,Kaamdhenu Luxuria,Kaamdhenu Builders,400702,"('18.884734100000000','72.962296500000000')",On-Going Project,12/31/2019,09/30/2022,06/30/2023,Residential,1250.0,0.0,1869.28,10/16/2023,,,37.0,16.0,0.0,1.0,1.0,21.0,1.0,3.0,40.0,0.0,0.0,0.0
Raigarh,P52000000076,Malav Vallencia,MALAV PROMOTERS & DEVELOPERS,410203,"('18.830552300000000','73.284644500000000')",On-Going Project,06/30/2018,06/30/2018,12/31/2018,Residential,1130.0,0.0,1801.44,08/20/2021,,,48.0,44.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0
Raigarh,P52000000761,Acons Splendor,Sharmela  Gulati,402201,"('18.655393800000000','72.867081900000000')",On-Going Project,12/30/2019,12/30/2019,,Residential,812.0,0.0,812.0,03/16/2022,,,23.0,15.0,0.0,1.0,0.0,5.0,1.0,29.0,0.0,0.0,0.0,0.0
Raigarh,P52000002083,UMA IMPERIAL,MURUDESHWAR DEVELOPERS,400702,"('18.874620700000000','72.958972100000000')",On-Going Project,12/31/2020,06/30/2021,06/30/2022,Others,1049.16,0.0,1565.64,05/24/2023,,,59.0,38.0,0.0,1.0,1.0,15.0,1.0,3.0,20.0,0.0,0.0,0.0
Raigarh,P52000001908,SAROVAR,S D Buildcon,400702,"('18.884734100000000','72.962296500000000')",New Project,12/30/2022,,,Residential,749.08,0.0,1121.38,01/20/2022,,,38.0,25.0,0.0,1.0,0.0,8.0,1.0,0.0,11.0,0.0,0.0,0.0
Raigarh,P52000000020,TULSI AASHRAY,SHUBH ENTERPRISES,421503,"('19.110261400000000','73.329603700000000')",On-Going Project,09/30/2018,09/30/2018,,Others,4000.0,371.8,4346.0,01/21/2022,,,131.0,89.0,0.0,4.0,0.0,20.0,4.0,16.0,4.0,0.0,0.0,0.0
Raigarh,P52000000107,Horizon Estate,Greenscape Kalpana Struct-Con,400702,"('18.863513100000000','72.950485800000000')",On-Going Project,12/31/2020,12/30/2021,,Residential,6407.0,1672.28,10331.45,05/06/2021,,,162.0,99.0,0.0,1.0,0.0,14.0,1.0,88.0,33.0,0.0,0.0,0.0
Raigarh,P52000005430,BELLEZA,SAOMYA FORTUNE INFRA VENTURES,410206,"('18.990669800000000','73.109652100000000')",On-Going Project,12/31/2015,12/30/2023,,Residential,11220.0,1130.0,8391.78,03/20/2024,,,210.0,99.0,0.0,16.0,0.0,67.0,16.0,16.0,0.0,0.0,0.0,0.0
Raigarh,P52000011005,DURGA RESIDENCY,SHREE GANESH BUILDERS & DEVELOPERS,410206,"('18.989400700000000','73.117516200000000')",On-Going Project,09/30/2018,09/30/2018,,Residential,150.0,0.0,225.0,01/28/2020,,,12.0,3.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
Raigarh,P52000002069,Dreams Park - Blossom,Dreamz Realty,410101,"('19.037167200000000','73.309704900000000')",On-Going Project,12/31/2020,12/30/2021,,Residential,711.0,0.0,851.77,07/16/2023,,,23.0,9.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Raigarh,P52000006360,UMA PRIDE,SHREE RAJ LAND DEVELOPERS,410206,"('18.975094100000000','73.052334000000000')",On-Going Project,03/31/2019,03/31/2019,,Others,749.8,0.0,1124.35,05/28/2021,1.0,,40.0,32.0,0.0,1.0,0.0,7.0,1.0,0.0,13.0,0.0,0.0,0.0
Raigarh,P52000001148,SHREE HARI NISARG RESIDENCY,SHREE HARI REALTORS,410101,"('19.028346600000000','73.331077600000000')",On-Going Project,12/31/2017,12/31/2018,12/31/2018,Residential,667.0,0.0,607.0,05/10/2023,,,19.0,14.0,0.0,1.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0
Raigarh,P52000002568,M/s.New Saikrupa Panvel CHS Ltd,M/s.Sai Realty,410206,"('18.989400700000000','73.117516200000000')",New Project,10/06/2019,,,Residential,668.6,0.0,901.06,07/23/2020,,,21.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
Raigarh,P52000000675,ULHAS - NX,Global Constructions,410101,"('19.037167200000000','73.309704900000000')",On-Going Project,05/31/2017,12/31/2017,,Others,2308.0,0.0,2502.41,06/02/2021,,,77.0,32.0,0.0,4.0,0.0,18.0,3.0,142.0,3.0,0.0,0.0,0.0
Raigarh,P52000007737,Ashiyana Village Phase 3,Ajaz Yusuf Khot,410203,"('18.830552300000000','73.284644500000000')",On-Going Project,12/31/2024,12/30/2025,,Residential,1370.69,500.0,1690.91,08/15/2021,,,20.0,20.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Raigarh,P52000004408,Suyash Galaxy,Sejal Developers,410210,"('19.071443000000000','73.086082000000000')",New Project,12/31/2019,,12/30/2021,Residential,999.81,0.0,1482.4,12/26/2022,,,36.0,23.0,0.0,1.0,0.0,14.0,1.0,2.0,28.0,0.0,0.0,0.0
Raigarh,P52000002135,AHILYA RESIDENCY,SUDHIR DATTARAM TATKARE,410206,"('19.014620000000000','73.160660000000000')",On-Going Project,05/01/2018,05/01/2018,05/01/2023,Residential,1160.0,0.0,1160.0,11/14/2022,,,33.0,27.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
Raigarh,P51700000083,BALAJI HEIGHTS,A. M. DEVELOPERS,410222,"('18.896602585043040','73.191520885211960')",New Project,12/30/2024,,,Residential,10275.0,1363.28,11329.29,08/03/2023,,,321.0,79.0,0.0,1.0,0.0,11.0,1.0,8.0,25.0,0.0,0.0,0.0
Raigarh,P52000001185,WHITE WOODS,Shagun Realty,410206,"('18.975094100000000','73.052334000000000')",On-Going Project,12/31/2018,12/31/2018,,Others,6898.9,4786.76,10332.96,04/23/2019,,,192.0,54.0,1.0,1.0,0.0,13.0,1.0,0.0,212.0,0.0,0.0,0.0
Raigarh,P52000001961,ESSENTIA,Shagun Realty,410206,"('18.974409000000000','73.030051000000000')",On-Going Project,12/31/2018,12/31/2018,,Others,1599.66,506.93,2397.17,11/27/2019,,,54.0,6.0,0.0,1.0,0.0,14.0,1.0,0.0,39.0,0.0,0.0,0.0
Raigarh,P52000005695,INSIGNIA,Shagun Realty,410206,"('18.975094100000000','73.052334000000000')",On-Going Project,12/31/2018,12/31/2018,,Commercial,2850.23,0.0,4260.38,05/24/2023,,,93.0,16.0,0.0,1.0,2.0,13.0,0.0,0.0,101.0,0.0,0.0,0.0
Raigarh,P52000005863,Integrated IRS II,Integrated Spaces Limited,410206,"('18.981379323870424','73.030806590446450')",On-Going Project,03/31/2019,03/31/2019,09/30/2023,Residential,1497.0,0.0,2216.0,01/18/2024,1.0,,36.0,35.0,0.0,1.0,0.0,11.0,1.0,4.0,34.0,0.0,0.0,0.0
Raigarh,P52000007361,Landmaark Lexus,Sagar Ravindra Malwade,410206,"('18.964418000000000','73.020142000000000')",On-Going Project,10/31/2018,10/31/2018,,Residential,150.0,0.0,315.0,02/21/2020,,,14.0,7.0,0.0,1.0,0.0,5.0,1.0,4.0,1.0,0.0,0.0,0.0
Raigarh,P51700002042,Sai Proviso County,Proviso Builders and Developers,410221,"('18.930152000000000','73.127402000000000')",On-Going Project,12/31/2019,06/30/2021,12/31/2023,Residential,20600.0,2204.42,14059.42,01/11/2024,,1.0,395.0,344.0,0.0,9.0,0.0,42.0,9.0,0.0,856.0,0.0,0.0,0.0
Raigarh,P52000000477,HOLIDAY MAIYAAN KARJAT,B QUBES,410201,"('18.989034000000000','73.481971000000000')",On-Going Project,02/12/2017,04/30/2019,04/30/2026,Others,11580.0,1088.08,5823.63,02/28/2024,,,132.0,130.0,0.0,4.0,0.0,12.0,0.0,276.0,0.0,0.0,0.0,0.0
Raigarh,P51700006223,ORCHID,SHRI HARI DINESHCHANDRA CORPORATION,400706,"('19.034464700000000','73.011009600000000')",On-Going Project,03/31/2019,03/31/2019,,Residential,1048.0,0.0,1565.96,08/28/2020,,,35.0,8.0,0.0,1.0,0.0,13.0,1.0,12.0,1.0,0.0,0.0,0.0
Raigarh,P52000002714,UNIMONT EMPIRE,RSM ENTERPRISES,410203,"('18.792294000000000','73.336794000000000')",On-Going Project,06/30/2022,06/30/2023,,Others,4110.0,494.84,7972.9,11/22/2022,,,195.0,171.0,0.0,3.0,0.0,24.0,3.0,36.0,28.0,0.0,0.0,0.0
Raigarh,P52000003007,KANHA PLATINUM,KANHA DEVELOPERS,410206,"('18.990669800000000','73.109652100000000')",On-Going Project,03/31/2019,03/31/2019,,Residential,250.0,7.05,372.93,03/30/2022,,,17.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,6.0,0.0,0.0,0.0
Raigarh,P52000012120,VRINDAVAN FLORA-RASAYANI GARDEN-PHASE I,THALIA LABHA HOME PRIVATE LIMITED,410222,"('18.830552300000000','73.284644500000000')",On-Going Project,05/31/2016,12/30/2021,,Residential,12320.0,1232.0,7409.08,01/12/2024,,,154.0,81.0,0.0,4.0,0.0,20.0,4.0,0.0,20.0,0.0,0.0,0.0
Raigarh,P51700000363,Satyam Mayfair,Rajesh Dharamvir Gulati,400614,"('19.028338900000000','73.037576100000000')",On-Going Project,09/30/2019,12/30/2021,,Others,2198.73,913.0,3298.0,03/21/2023,1.0,,69.0,44.0,0.0,1.0,1.0,14.0,1.0,30.0,17.0,0.0,0.0,0.0
Raigarh,P52000001781,Pushpak,A R Constructions,410206,"('18.973287700000000','73.109880600000000')",On-Going Project,04/30/2018,04/30/2018,,Residential,400.0,0.0,1094.0,10/04/2021,,,26.0,13.0,0.0,1.0,0.0,5.0,1.0,0.0,8.0,0.0,0.0,0.0
Raigarh,P51700000541,SATYAM AURA,Rajesh Dharamvir Gulati,400614,"('19.028338900000000','73.037576100000000')",On-Going Project,03/31/2019,09/30/2020,,Residential,699.52,0.0,1048.0,03/21/2023,,,28.0,21.0,0.0,1.0,0.0,8.0,1.0,0.0,16.0,0.0,0.0,0.0
Raigarh,P52000002351,Olympeo Riverside - Phase 1,Olympeo Riverside Projects LLP,410101,"('19.072932705213780','73.330152199353050')",On-Going Project,06/30/2018,06/30/2018,,Residential,29090.0,1596.82,13059.13,08/24/2021,,,280.0,217.0,0.0,7.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
Raigarh,P52000000929,VINAYAK ASHRAY,SHREE AMBE ENTERPRISES,410206,"('18.973287700000000','73.109880600000000')",On-Going Project,12/31/2019,12/01/2021,,Others,1499.96,0.0,2165.63,07/05/2021,,,67.0,67.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Raigarh,P52000002440,Olympeo Riverside - Phase 2,Olympeo Riverside Projects LLP,410101,"('19.072385151905987','73.330195114697290')",On-Going Project,06/30/2019,06/30/2019,10/31/2023,Residential,1265.0,0.0,5350.9,05/30/2023,,,120.0,120.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Raigarh,P52000012184,Olympeo Riverside - Phase 3,Olympeo Riverside Projects LLP,410101,"('19.071959275860240','73.330323860730000')",On-Going Project,06/30/2021,06/30/2022,06/29/2024,Residential,1265.0,9912.9,16052.7,07/03/2023,,,120.0,85.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Raigarh,P52000001349,SAI RACHANA,SAI ASSOCIATES,410209,"('19.021821500000000','73.090700000000000')",On-Going Project,12/31/2018,06/30/2019,,Residential,849.66,0.0,1221.72,10/15/2018,,,42.0,42.0,0.0,1.0,0.0,8.0,1.0,0.0,15.0,0.0,0.0,0.0
Raigarh,P52000000966,KENISHA HOLIDAY HOMES - CLUSTER E-J-K,KUNAL AVINASH KUMTHEKAR,410205,"('18.658759700000000','73.332551600000000')",On-Going Project,12/31/2018,12/31/2018,06/30/2024,Others,3911.0,0.0,1252.71,01/07/2022,,,9.0,8.0,0.0,12.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,0.0
Raigarh,P52000001174,SM Vision,SM DEVELOPERS,410206,"('18.975094100000000','73.052334000000000')",On-Going Project,10/31/2018,12/31/2019,,Residential,4799.05,1170.0,7198.0,07/29/2020,,,156.0,50.0,0.0,1.0,2.0,15.0,1.0,14.0,140.0,0.0,0.0,0.0
Raigarh,P52000000172,WHITE ASTER,SPS CONSTRUCTIONS,410206,"('18.975094100000000','73.052334000000000')",On-Going Project,12/31/2020,12/30/2021,,Residential,549.91,0.0,821.44,05/17/2023,,,26.0,3.0,0.0,1.0,0.0,8.0,1.0,0.0,7.0,0.0,0.0,0.0
Raigarh,P51700001793,PUNIR GAURAV - SHRIWARDHAN,Punir Gaurav Developers Pvt Ltd.,402113,"('19.201050200000000','72.978535300000000')",New Project,04/30/2019,,,Plots,12440.0,4917.0,5939.0,12/16/2023,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5939.0,7.0
Raigarh,P52000000593,EXCELENCIA,KAMDHENU DEVKRUPA REALTORS LLP,400702,"('18.895024200000000','72.957129400000000')",On-Going Project,12/31/2021,12/30/2022,12/30/2023,Others,4038.77,0.0,6058.16,02/06/2024,,,191.0,147.0,0.0,2.0,4.0,32.0,4.0,30.0,166.0,0.0,0.0,0.0
Raigarh,P52000001058,CITY HEIGHTS,CITY INFRA,410208,"('19.073759800000000','73.123158500000000')",On-Going Project,12/31/2019,12/31/2019,,Residential,1549.71,0.0,2321.13,01/06/2022,,,80.0,31.0,0.0,1.0,1.0,16.0,1.0,6.0,25.0,0.0,0.0,0.0
Raigarh,P52000006271,RAMJI RESIDENCY,VITTHAL RAMJI MORE,410203,"('18.830552300000000','73.284644500000000')",On-Going Project,03/01/2016,03/31/2019,,Residential,3498.38,0.0,3497.9,01/14/2021,,,84.0,26.0,0.0,3.0,0.0,15.0,2.0,0.0,14.0,0.0,0.0,0.0
Raigarh,P52000005562,Indraprashth,Suresh  Toprani,402301,"('18.085079700000000','73.418562700000000')",On-Going Project,06/30/2019,06/30/2019,06/30/2024,Residential,3340.0,0.0,3049.16,03/20/2024,,,56.0,9.0,0.0,2.0,0.0,14.0,2.0,3.0,0.0,0.0,0.0,0.0
Raigarh,P52000000557,KRISHNA VALLEY- PHASE 1,PRISHTI VENTURE PRIVATE LIMITED,410202,"('18.830552300000000','73.284644500000000')",On-Going Project,10/15/2019,12/30/2020,,Residential,5308.0,0.0,7865.36,04/17/2023,,,245.0,165.0,0.0,3.0,0.0,24.0,3.0,0.0,307.0,0.0,0.0,0.0
Raigarh,P52000004614,AKSHAT ELITE,YOGESH CONSTRUCTION,400702,"('18.884734100000000','72.962296500000000')",On-Going Project,10/31/2018,04/30/2019,,Residential,499.07,0.0,747.0,09/26/2023,,,28.0,23.0,0.0,1.0,0.0,8.0,1.0,0.0,8.0,0.0,0.0,0.0
Raigarh,P52000003634,Konnark Heavens,Ninath  Bhausaheb Shingade,410206,"('19.072620100000000','73.157087600000000')",On-Going Project,05/20/2021,05/20/2022,,Residential,11160.0,1116.85,7160.97,12/29/2023,,3.0,286.0,263.0,0.0,10.0,0.0,49.0,10.0,299.0,0.0,0.0,0.0,0.0
Raigarh,P52000001042,MILLENIUM EMPIRE,BHARAT CONSTRUCTION,410210,"('19.063023100000000','73.070042100000000')",On-Going Project,12/31/2019,12/31/2019,,Commercial,1554.88,0.0,2332.31,08/21/2020,,,83.0,64.0,0.0,1.0,4.0,15.0,1.0,5.0,48.0,0.0,0.0,0.0
Raigarh,P52000002418,CENTRAL PLAZA,AMITKUMAR ZAVERCHAND SHETH,402301,"('18.082020800000000','73.422441000000000')",On-Going Project,12/31/2019,12/31/2019,,Others,2707.4,0.0,3396.21,03/09/2023,,,40.0,18.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
Raigarh,P52000002417,NOBLE ORCHID,AMITKUMAR ZAVERCHAND SHETH,402301,"('18.082020800000000','73.422441000000000')",On-Going Project,12/31/2018,05/31/2019,,Others,1500.0,0.0,821.89,03/09/2023,,,17.0,3.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
Raigarh,P52000000262,Atlas,Persipina Developers Private Limited,410206,"('18.990669800000000','73.109652100000000')",On-Going Project,02/27/2019,02/27/2020,,Residential,536.05,0.0,9587.8,02/17/2022,,1.0,116.0,105.0,0.0,1.0,2.0,31.0,1.0,21.0,141.0,0.0,0.0,0.0
Raigarh,P52000005971,PRIYANKA UNITE,PRIYANKA REGENCY BUILDERS AND DEVELOPERS PRIVATE LIMITED,410206,"('18.975094100000000','73.052334000000000')",On-Going Project,12/15/2019,09/15/2020,,Others,4249.0,748.0,6324.13,11/16/2019,,,144.0,36.0,0.0,1.0,1.0,13.0,3.0,7.0,97.0,0.0,0.0,0.0
Raigarh,P52000000571,Tulsi Centre Point,Navkar developers,410101,"('18.982414900000000','73.328444500000000')",On-Going Project,12/31/2018,12/31/2019,12/30/2021,Others,5859.5,539.0,6306.33,04/18/2023,,,214.0,81.0,0.0,1.0,0.0,7.0,1.0,13.0,17.0,0.0,0.0,0.0
Raigarh,P52000001139,Emerald Prime,Aariant Corporation,410208,"('19.073759800000000','73.123158500000000')",On-Going Project,03/31/2020,09/30/2020,,Others,1199.95,150.0,1798.6,06/23/2021,,,57.0,18.0,0.0,1.0,1.0,14.0,1.0,5.0,20.0,0.0,0.0,0.0
Raigarh,P52000001667,YOGI KRISHNA,SONAL DEV-CON PVT LTD,410206,"('18.968936734950763','73.024951328166940')",On-Going Project,04/30/2020,10/30/2020,,Residential,1749.89,0.0,2623.59,02/08/2024,,,66.0,24.0,0.0,1.0,0.0,11.0,1.0,22.0,13.0,0.0,0.0,0.0
Raigarh,P52000000628,Omkara Prathmesh,Omkara Builders & Developers,410206,"('18.973287700000000','73.109880600000000')",On-Going Project,05/31/2019,05/31/2019,,Residential,749.96,0.0,1124.94,06/26/2020,,,47.0,21.0,0.0,1.0,0.0,7.0,1.0,0.0,14.0,0.0,0.0,0.0
Raigarh,P52000002087,Rachana One Up,Rachana Value Homes Pvt Ltd,410101,"('19.028346600000000','73.331077600000000')",On-Going Project,12/31/2019,12/31/2019,,Residential,3800.0,324.29,3409.64,11/09/2023,2.0,,80.0,71.0,0.0,5.0,0.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0
Raigarh,P52000000187,ANAND PARK,Aadinath Builders and Developers,402109,"('18.441756700000000','73.119533600000000')",On-Going Project,06/30/2020,12/30/2020,,Residential,1149.0,0.0,1232.9,10/17/2019,,,33.0,11.0,0.0,2.0,0.0,10.0,2.0,0.0,17.0,0.0,0.0,0.0
Raigarh,P51900014230,Roha Prime Square,Prime Square Properties,402109,"('18.441756700000000','73.119533600000000')",New Project,03/31/2021,,09/30/2022,Others,4840.0,0.0,2987.4,09/05/2023,,,84.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0
Raigarh,P52000000256,Aurora,Persipina Developers Private Limited,410206,"('18.990669800000000','73.109652100000000')",On-Going Project,03/29/2019,11/30/2020,,Residential,485.22,0.0,9587.8,03/07/2022,,,116.0,116.0,0.0,1.0,2.0,31.0,1.0,21.0,141.0,0.0,0.0,0.0
Raigarh,P52000000263,Aura,Persipina Developers Private Limited,410206,"('18.990669800000000','73.109652100000000')",On-Going Project,05/29/2019,11/29/2020,,Residential,531.17,0.0,11603.26,02/17/2022,,2.0,116.0,114.0,0.0,1.0,2.0,31.0,1.0,41.0,272.0,0.0,0.0,0.0
Raigarh,P52000000268,Eco Greens Phase II,Ecopark Developers LLP,410201,"('18.915902900000000','73.343191000000000')",On-Going Project,12/31/2019,12/31/2019,,Residential,8230.0,825.0,7764.33,09/24/2021,,,180.0,120.0,0.0,3.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0
Raigarh,P52000000265,Argus,Persipina Developers Private Limited,410206,"('18.990669800000000','73.109652100000000')",On-Going Project,05/29/2019,11/29/2020,,Residential,650.72,0.0,12695.66,02/17/2022,,1.0,116.0,115.0,0.0,1.0,2.0,31.0,1.0,41.0,272.0,0.0,0.0,0.0
Raigarh,P52000000284,Minerva,Persipina Developers Private Limited,410206,"('18.990669799999999','73.109652100000005')",On-Going Project,03/29/2019,09/29/2020,,Residential,454.6,0.0,9587.8,02/17/2022,,2.0,116.0,109.0,0.0,1.0,2.0,31.0,1.0,21.0,141.0,0.0,0.0,0.0
Raigarh,P52000000184,Clio,Persipina Developers Private Limited,410206,"('18.990669799999999','73.109652100000005')",On-Going Project,04/28/2019,10/28/2020,,Residential,650.72,0.0,12695.66,02/17/2022,,,116.0,116.0,0.0,1.0,2.0,31.0,1.0,41.0,272.0,0.0,0.0,0.0
Raigarh,P52000006919,VAASTU Prathamesh,VAASTU Builders & Developers,400707,"('18.958366999999999','73.020726999999994')",On-Going Project,03/31/2019,09/30/2020,,Residential,499.9,0.0,739.39,12/18/2019,,,28.0,16.0,0.0,1.0,0.0,7.0,1.0,0.0,10.0,0.0,0.0,0.0
Raigarh,P52000000260,Mellona,Persipina Developers Private Limited,410206,"('18.990669799999999','73.109652100000005')",On-Going Project,04/28/2019,10/28/2020,,Residential,531.44,0.0,10202.88,03/07/2022,,,116.0,115.0,0.0,1.0,2.0,31.0,1.0,21.0,141.0,0.0,0.0,0.0
Raigarh,P52000000261,Helios,Persipina Developers Private Limited,410206,"('18.990669799999999','73.109652100000005')",On-Going Project,02/27/2019,11/30/2020,,Residential,531.44,0.0,10202.88,02/17/2022,,,116.0,116.0,0.0,1.0,2.0,31.0,1.0,21.0,141.0,0.0,0.0,0.0
Raigarh,P52000000267,Hermes,Persipina Developers Private Limited,410206,"('18.990669799999999','73.109652100000005')",On-Going Project,02/27/2019,02/27/2020,,Residential,807.42,0.0,15793.3,03/07/2022,,,116.0,116.0,0.0,1.0,2.0,31.0,1.0,41.0,272.0,0.0,0.0,0.0
Raigarh,P52000000436,Retail A,Persipina Developers Private Limited,410206,"('18.990669799999999','73.109652100000005')",On-Going Project,12/31/2019,12/30/2021,,Commercial,1342.16,0.0,1712.14,08/13/2021,,,44.0,29.0,0.0,1.0,0.0,2.0,0.0,8.0,22.0,0.0,0.0,0.0
Raigarh,P52000002247,GOVIND SMRUTI,B.Kalyanji Realty,410203,"('18.830552300000001','73.284644499999999')",On-Going Project,07/25/2019,07/25/2019,,Others,277.0,0.0,295.0,05/27/2022,,,7.0,7.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
